CUMULATIVE PADA INDEX OF METRIC SAIVA TEXTS


Contributors:
Dominic Goodall, Reinhold Gruenendahl, Oliver Hellwig, 
Harunaga Isaacson, Nibedita Rout, S.A.S. Sarma,R. Sathyanarayanan, 
Peter Schreiner, Somadeva Vasudeva, Mei Yang
(For details see the files of the individual texts.)

         


Currently comprising the GRETIL versions of:

BhStc_ = Bhatta Narayana: Stavacintamani
CakBhst_ = Cakrapaninatha: Bhavopaharastotra 
Dka_ = Devikalottara-Agama (Devikalottaragama)
GorS(1)_ / GorS(2)_ = Goraksanatha (=Gorakhnath): Goraksasataka (2 versions)
JsSpst_ = Jnanasambhu: Sivapujastava
KubjT_ = Kubjikamatatantra
MrgT_ = Mrgendragama [or Mrgendratantra]
Saul_ = Saundaryalahari (attrib. to Samkara)
SUp_ = Siva-Upanisad
SvaT_ = Svacchandatantra [or Svacchandabhairavatantra]
ToT_ = Todalatantra
VT_ = Vinasikhatantra



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ð             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ý             253   
visarga                 þ             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________




a-u-ma-kàrasaüyuktaü  KubjT_8.59c
na sàdhayati ÷à÷vatam  SUp_7.121d
na sàdhikàre tamasi  MrgT_1,7.16a
na sà prayàti sàünidhyaü  MrgT_1,1.8c
na sà ÷akyà gçhasthena  SUp_5.19c
na siddhaþ sàdhyate dharmo  SRtp_216a
na siddhikùetramutsçjya  MrgT_3.104c
na sidhyaty adhikàrakçt  KubjT_10.106d
na sidhyantãha sàdhakàþ  VT_236b
na so 'sti kasyacijjàtu  MrgT_1,7.20c
na so 'sti pratyayo 'õånàü  SRtp_84c
na so 'sti viùayadvaye  MrgT_1,11.16b
na stubhyanti yadà devyo  KubjT_23.71c
na strã garbhe tu janyate  SvaT_2.206b
na sthålasåkùmo na ca ÷ånyaråpo  Dka_58a
na snànaü na japaþ påjà  Dka_62a
na spar÷aü na ca niþsvanam  GorS(1)_97b
na spç÷et karajair budhaþ  SUp_7.55b
na sphuño vastusaügrahaþ  MrgT_1,2.11b
na smçternàpi karmaõaþ  MrgT_1,2.25d
nasye pàne prayojayet  SvaT_9.104b
na svàrthamapyacidbhàvàn  MrgT_1,6.2c
na hi kartçbahutvasya  SRtp_262c
na hi kastårikàmodaþ  SRtp_13a
na hi cit pariõàmiõã  SRtp_199d
na hi cit pariõàmena  SRtp_142c
na hi dçùñàntamàtreõa  SRtp_231a
na hi pathyam apathyaü và  GorS(2)_61 (=HYP 3.16)a
na hi pa÷yanti pudgalàþ  SRtp_81d
na hi muktirbhavettasya  SvaT_12.79a
na hi saüvidvi÷eùàõàü  SRtp_248a
na homo na ca bhojanam  KubjT_9.24b
na hyatra ÷emuùã ÷uddhà  SRtp_17c
na hyeùa bhagavàn ÷aktyà  SRtp_305c
nàkartà bhinnacidyogã  MrgT_1,6.7c
nàkalasthaü kaletprabhuþ  SvaT_7.208d
nàkalaü kanakhalaü tathà  SvaT_10.883d
nàkàïkùenna ca nindettu  SvaT_7.243c
nàkàraþ sçùñikartà ca  ToT_1.18c
nàkàlaþ saüpravartate  SvaT_10.263d
nàkùareõa bhaven mantraü  KubjT_20.35a
nàkùipedoùadhãrmantra-  MrgT_3.90c
nàkhyàtà kasyacin mayà  KubjT_8.16d
nàkhyeyaü kathayàmi tat  Stk_23.1d
nàgakàryeùu bhairava  KubjT_8.6d
nàgakinnarasevità  SvaT_10.154d
nàgake÷arajena và  VT_220b
nàgake÷arajobhir và  VT_116a
nàgakesarapuùpaü tu  SUp_4.37a
nàgadantàdisaübhåtaü  SUp_7.64a
nàgadvãpa÷càndramaso  MrgT_1,13.95a
nàgadvãpaü ca saumyaü ca  SvaT_10.253a
nàgapà÷aü tadårdhvake  ToT_9.18b
nàgayaj¤opavãtakam  SvaT_12.136d
nàgayaj¤opavãtavàn  SvaT_10.1155b
nàgayaj¤opavãtaütu  VT_97c
nàgayaj¤opavãtinam  SvaT_2.79d
nàgayaj¤opavãtinam  SvaT_9.4d
nàgayaj¤opavãtine  BhStc_23d
nàgaråpaü mahadbhutam  KubjT_12.83d
nàgavaïgas tathà lohà  KubjT_5.125a
nàgavallãdalojjvalam  CakBhst_39b
nàgasaïgàd vina÷yati  KubjT_13.94d
nàgaþ kårma÷ca kçkaro  SvaT_7.312a
nàgaþ kårma÷ ca kçkaro  GorS(1)_24c
nàgaþ kårmo 'tha kçkaro  SvaT_7.17c
nàgaþ kårmo'tha kçkaro  GorS(2)_33 (=1|24)c
nàgaþ kårmo 'tha kçkaro  Stk_10.6a
nàgàdãnàü tu pa¤cànàü  SvaT_7.313c
nàgàdyàþ pa¤ca vikhyàtàþ  GorS(1)_25a
nàgàdyàþ pràõasaüyuktàþ  SvaT_7.317a
nàgàdyàþ bahuråpà÷ca  SvaT_7.311a
nàgà yoktràõi teùàü vai  SvaT_10.497c
nàgà vai bhairavàdayaþ  KubjT_25.0*10b
nàgàü÷o dãrgha÷àyyatha  SvaT_8.6b
nàginã ca manoharà  SvaT_9.28b
nàginyà tu sahaikataþ  SvaT_9.100b
nàgendrapadami÷raü tad  SvaT_6.67a
nàgendrapadasaüyutà  SvaT_6.70b
nàgaistu nàgakanyà vai  SvaT_2.284c
nàgnikarma na caivàrcà  VT_334a
nàgnitoyasamãpataþ  SvaT_7.287d
nàghorasadç÷o mantro  KubjT_9.78c
nàghorasadç÷o mantro  KubjT_9.83a
nàghràti gandhaü vàgjàóyaü  SvaT_7.280a
nàjãrõàmlarasodgàre  MrgT_3.30a
nàj¤o nàpi pramàdavàn  MrgT_3.4b
nàñya÷àlaiþ su÷obhàóhyair  SvaT_10.581c
nàóaya÷ca varànane  SvaT_7.13d
nàóayastu suùumnàyàm  SvaT_4.302a
nàóayaþ parikãrtitàþ  Stk_10.5b
nàóayo granthipadmà÷ca  SvaT_4.364a
nàóayo granthipadmà÷ca  SvaT_4.368c
nàóitrayakçtàdhàro  SvaT_7.146c
nàóitrayavibhàgataþ  SvaT_7.144d
nàóinàü caiva vàyånàü  SvaT_7.13a
nàóibhinnàlarandhrasthaü  SvaT_7.218a
nàóisthaü tannibodha me  SvaT_4.320d
nàóisthaü mudrayà saha  KubjT_8.7b
nàóãcakramiti proktaü  Stk_10.17c
nàóãcakraü paraü såkùmaü  Stk_10.1a
nàóã-cakraü malàkulam  GorS(2)_95b
nàóãcakraü yathàvasthaü  Stk_10.15a
nàóãcàrajayàtsphuñam  SvaT_7.143b
nàóãtrayamudàhçtam  SvaT_7.19d
nàóãtrayeõa yugapat  SvaT_2.249c
nàóãdvayena deve÷i  ToT_2.13a
nàóãnàü caiva vàyånàü  SvaT_7.14c
nàóãnàü ÷odhanaü caiva  SvaT_7.285c
nàóãbhir vyàpitaü puram  VT_247b
nàóãbhåtaü vicintayet  SvaT_3.165d
nàóãbhåtena såtreõa  MrgT_3.100c
nàóãmadhyagataü dhyàtvà  VT_163c
nàóãmàrgànusàreõa  VT_164a
nàóãrandhramukhaiþ sadà  SvaT_7.224b
nàóãrandhreõa gatvà tu  SvaT_3.170a
nàóãrandhreõa pårvavat  SvaT_4.135d
nàóãr àdhàrasaüsthitàþ  VT_140d
nàóãvarõais tathàkùaraiþ  KubjT_8.50d
nàóãvarõais tathàkùaraiþ  KubjT_8.69b
nàóãvidyàùñakaü devi  SvaT_10.1087a
nàóãvivarasambandhà  Stk_8.38c
nàóãviùuvaducyate  SvaT_4.322b
nàóã vai piïgalà smçtà  SvaT_7.148d
nàóã÷càtha dvitãyena  SvaT_4.361c
nàóãsandhànametaddhi  SvaT_3.53a
nàóãsandhànameva ca  SvaT_3.49d
nàóãsandhànameva ca  SvaT_3.95d
nàóãsandhànahetvarthaü  SvaT_3.150a
nàóãsandhimathobhayoþ  SvaT_3.83b
nàóãsaüdhànakaü triùñhaü  SvaT_4.46a
nàóãsaüdhànapårvakam  SvaT_4.227d
nàóãsaüdhànameva ca  SvaT_2.130d
nàóãsaüdhirato bhavet  SvaT_2.275b
nàóãsaü÷odhanaü caitan  SvaT_7.295a
nàóãsaüsthaü yathà karma  VT_259c
nàóãsåtreõa vinyastaü  KubjT_8.66a
nàóyastàbhyo vinirgatàþ  SvaT_7.9b
nàóyaþ piõóe sakarmàdyaþ  KubjT_11.15a
nàóyàdhàrastu nàdo vai  SvaT_10.1234c
nàóyà brahmabile lãnas tv  SvaT_10.1235c
nàóyau dve samudàhçte  VT_260d
nàtapo bhànujastatra  SvaT_10.212a
nàtaþ parataraü ki¤cin  Stk_23.17a
nàtaþ parataraü j¤ànam  Stk_23.17c
nàtaþ parataraü ÷ivam  Stk_23.17b
nàtaþ parataro mantras  VT_311c
nàtipràïnàtivelàyàü  MrgT_3.63c
nàtibhramaõa÷ãlaþ syàn  SUp_7.61a
nàti÷ãtajalàkãrõe  SUp_7.86c
nàtmano bhàvayejjàtiü  SvaT_7.253c
nàtmà nàsti ca devatà  SRtp_138d
nàtra kàryavicàraõàt  KubjT_5.124b
nàtra kàryavicàraõàt  KubjT_10.59d
nàtra kàryavicàraõàt  KubjT_19.85d
nàtra kàryavicàraõàt  KubjT_23.168b
nàtra kàryavicàraõàt  KubjT_24.11d
nàtra kàryà vicàraõà  VT_278d
nàtra kàryà vicàraõà  VT_281d
nàtra kàryà vicàraõà  SvaT_4.309d
nàtra kàryà vicàraõà  SvaT_9.91b
nàtra kàryà vicàraõà  SvaT_9.105d
nàtra kàryà vicàraõà  SvaT_13.6b
nàtra kàryà vicàraõà  GorS(2)_54 (=HYP 1.59)d
nàtra kàlaþ kalà÷càro  SvaT_10.1276c
nàtra ki¤cidbahirnàntaü  Dka_20a
nàtra påjà namaskàro  Dka_18a
nàtha tvadbhaktidãpikà  BhStc_58d
nàthadevyà samàyuktaü  KubjT_24.93c
nàtha nànyatra dç÷yate  BhStc_50d
nàtha pràrthayamànànàü  BhStc_92c
nàtha svapne 'pi yat kuryàü  BhStc_103a
nàthaü dvãpas tu dvãpàrci  KubjT_13.12a
nàthaü svapne 'pi pa÷yanti  BhStc_13c
nàthàj¤à hy upade÷ataþ  KubjT_12.41b
nàthàya sthàõave tubhyaü  BhStc_23c
nàdakoñeradho mune  MrgT_1,13.177d
nàdaghaõñikasaïghçùñe  KubjT_24.125a
nàdajàntargatàni ca  SvaT_7.262b
nàdatattve layaü yàti  SvaT_11.303c
nàdatte ghaña÷abdo 'mbha÷  MrgT_1,1.12c
nàdadyànna vigarhitàt  MrgT_3.81b
nàdadyànnàtisaüskçtàm  MrgT_3.82b
nàdabindukalàkràntaü  KubjT_7.65a
nàdabinduritãritam  Stk_13.11b
nàdabindusamàyuktaü  KubjT_24.65a
nàdabindvarõakàraõam  SRtp_22d
nàdabindvàtmakaü kàryam  SvaT_10.1264a
nàdamatti parà ÷aktiþ  MrgT_1,13.192a
nàda÷aktitanu÷caiva  SvaT_4.405c
nàda÷akti÷ikhàkràntà  KubjT_24.36c
nàda÷aktisamanvitaþ  SvaT_1.85d
nàda÷aktyàtmikà÷ca yàþ  SvaT_4.245b
nàda÷aktyuditaü dhàma  CakBhst_26a
nàda÷caivordhvagàminã  SvaT_4.431b
nàdasthaü pa¤cadhà caiva  SvaT_6.37c
nàdasthaü ÷abdaråpakam  SvaT_6.40b
nàdasyànte tato j¤àtvà  KubjT_5.93c
nàdaü ca vaktraü bhàlaü ca  ToT_6.30c
nàdaü ca ÷aktisaüyuktaü  SvaT_5.71a
nàdaü vai vyàpakaü dhyàyed  SvaT_12.148a
nàdaü saüyogam eva ca  KubjT_12.55b
nàdaþ ùoóa÷akàü÷astu  SvaT_4.354a
nàdaþ såkùmaþ kalà kàla-  MrgT_1,13.195c
nàdaþ sauùumnamàrgeõa  SvaT_11.304a
nàdàkùã nàdaråpà ca  KubjT_21.109a
nàdàkhyaü yatparaü bãjaü  Stk_1.5a
nàdàkhye tu caritrakam  KubjT_25.94b
nàdàkhye bindumàlini  KubjT_24.114d
nàdàdãnapi tenaiùa  SRtp_133a
nàdàdbinduþ samutpannaþ  SvaT_11.9a
nàdàntajyotiràkçtim  SvaT_7.293d
nàdàntapadam avyayam  KubjT_25.147d
nàdàntastu tadà bhavet  SvaT_5.59b
nàdàntaü sannive÷itam  KubjT_11.78b
nàdàntàntasamà÷ritam  SvaT_2.99d
nàdànte saüsthitaü lakùyaü  KubjT_23.168c
nàdàntordhvaü tu màyàdyaü  KubjT_11.91c
nàdàbhivyaktir àrogyaü  GorS(2)_101c
nàdinã tu ÷ikhàgrasthà  KubjT_17.94a
nàdinã tu ÷ikhàntasthà  KubjT_24.35a
nàdinã nàdagarbhajà  KubjT_14.75b
nàdiphàntakrameõa tu  KubjT_5.74b
nàdiphàntakrameõaiva  KubjT_4.81c
nàdiphàntasvaråpataþ  KubjT_4.56d
nàdiphàntasvaråpiõã  KubjT_1.71d
nàdiphàntasvaråpeõa  KubjT_6.84c
nàdiphàntaü tu màlinã  KubjT_24.56b
nàdiphàntà varàrohe  KubjT_17.109c
nàde dhvanipatiþ ÷aktau  MrgT_1,13.161c
nàdena tu gatiü kuryàt  KubjT_8.72c
nàdeyaheyo hyahamapratarkyas  Dka_53c
nàde lãnaü vicintayet  SvaT_2.138d
nàde lãnaü vicintayet  SvaT_4.302d
nàde vàcyaþ sadà÷ivaþ  SvaT_4.265b
nàdo nàóã tvataþ param  SvaT_11.27d
nàdo nàdànta eva ca  SvaT_4.255d
nàdopari vicintayet  ToT_8.13b
nàdordhvaü ca caredyadà  SvaT_4.326d
nàdo 'sya vadanaü proktaþ  SvaT_4.259c
nàdhaþkuryàn na laïghayet  SUp_7.69b
nàdhàrmikançpàkrànte  SUp_7.86a
nàdhikaü stambhayed vàyuü  GorS(1)_51c
nàdhikçtyàviraktàõån  MrgT_4.57a
nàdhitiùñhed rajàüsi ca  SUp_7.51d
nàdhiùñhànaü vihanyate  MrgT_1,7.19b
nàdho nirãkùate bhåyaþ  SvaT_4.250a
nàdhoyànti punardevi  SvaT_10.610a
nàdhyakùaü nàpi tallaiïgaü  MrgT_1,5.16a
nàdhyàpayeccaturda÷yàm  MrgT_3.53c
nànantyàya tvayàrpyate  BhStc_31d
nànayà sadç÷ã vidyà  KubjT_9.75a
nànaratnaprabhàjàla-  MrgT_1,13.47a
nànarthyaü kartçgauravàt  MrgT_1,6.2d
nànàkarmavipàkai÷ca  SvaT_11.106a
nànàkarma ÷ubhà÷ubham  SUp_7.126d
nànàkarmànuråpataþ  SvaT_10.242d
nànàkàmapradairvçkùaiþ  SvaT_10.804c
nànàkàmaphalapradam  SvaT_3.38d
nànàkàràõi citràõi  SvaT_10.687c
nànàjanapadàkulà  SvaT_10.121d
nànàjanasamà÷rayà  MrgT_1,13.34d
nànàjalacarànugà  SvaT_10.473d
nànàjàtijanàkãrõà  MrgT_1,13.96a
nànàjàtisamàkulam  SvaT_10.665b
nànàtàlakalodayà  SvaT_10.153b
nànàtvaü naiva kurvanti  SvaT_4.413a
nànàdiddhipradaü hyetat  SvaT_7.85c
nànàdrumalatàkãrõe  VT_1c
nànànandapradàyakam  KubjT_10.40b
nànànàrãsamàkãrõàþ  SvaT_10.314a
nànànàrãsahasraistu  SvaT_10.1136c
nànàparõapuñàõàü ca  SUp_6.266a
nànàparvatanimnagàþ  MrgT_1,13.95d
nànàpuùpaprakaraõaü  SUp_7.34c
nànàprekùaõakàni ca  SUp_6.186b
nànàbbharaõabhåùitàþ  SvaT_10.1136b
nànàbhaktisamanvitam  SUp_6.136b
nànàbhakùyànnapànai÷ ca  VT_34c
nànàbharaõacitràïga÷  SvaT_10.877c
nànàbharaõapåjàbhir  SUp_6.148c
nànàbharaõayuktàni  SUp_6.125a
nànàbharaõasaüyuktà  SvaT_2.112a
nànàbhuvanapaïktyoghaiþ  SvaT_10.102a
nànàbhuvanavinyàsa-  SvaT_11.296a
nànàbhedairvisarpitàþ  SvaT_11.105d
nànàbhogasamanvitam  SvaT_15.34b
nànàmaõimayairdivyaiþ  SvaT_10.805a
nànàyatnàdi÷eùànte  SUp_6.186a
nànàyuvativçndai÷ca  SvaT_10.320c
nànàyoniùvani÷cità  SRtp_168d
nànàyonãni kasyacit  MrgT_1,12.12b
nànàratnadrumàcalà  MrgT_1,13.109d
nànàratnamayaiþ ÷ubhaiþ  SvaT_10.830d
nànàratnavicitritaiþ  SvaT_10.662d
nànàratnavibhåùite  SvaT_10.1009d
nànàratnojjvalai÷citraiþ  SvaT_10.1168a
nànàratnopa÷obhitàm  ToT_4.20b
nànàratnopa÷obhite  VT_1b
nànàrutavilàsai÷ca  SvaT_10.749c
nànàrudragaõàvçtam  SvaT_10.612d
nànàrudragaõairdivyair  SvaT_10.760c
nànàråpadharairdivyair  SvaT_10.940c
nànàråpadharair rudrair  SvaT_10.1016a
nànàråpavimànai÷ca  SvaT_10.29a
nànàråpaü pinàkadhçk  ToT_1.2b
nànàråpàkçtãni ca  SvaT_10.701d
nànàråpairmahàvãryais  MrgT_1,13.124c
nànàlaïkàrakàdibhiþ  KubjT_9.7d
nànàlaïkàrasampannaü  KubjT_8.20a
nànàlaükàrabhåùitaþ  SvaT_10.775d
nànàlaükàrabhåùitàþ  SvaT_10.1017d
nànàvarõavicitrà÷ca  SvaT_10.1136a
nànàvarõaü vicintayet  KubjT_8.20b
nànàvarõàni cànyàni  SvaT_10.701c
nànàvarõà÷ramànvitam  SvaT_10.254d
nànàvastraparãdhànà  SvaT_2.112c
nànàvàditraghoùàõi  SvaT_10.694c
nànàvihagakåjitaiþ  SvaT_10.804b
nànàvyàdhisamàkãrõaü  SvaT_11.118c
nànà÷carya÷atànvitam  SvaT_10.789b
nànàsaràüsi tãrthàni  SvaT_10.798a
nànàsiddhiguõairyuktaü  SvaT_3.38c
nànàsiddhiphalapradaiþ  SvaT_4.268b
nànàsukhavilàsena  ToT_8.19a
nànàsraggandhalepanàþ  SvaT_2.112b
nànukuryànna pãóayet  MrgT_3.64d
nànumànàgamau tatra  SRtp_211a
nànuyu¤jãta kàraõam  SUp_7.39d
nànena rahità siddhir  KubjT_25.232a
nànena rahità siddhiþ  KubjT_16.63c
nànena sadç÷aþ ka÷cin  KubjT_9.31a
nànena sadç÷o devi  KubjT_9.28a
nàntaü pa÷yanti mohitàþ  SvaT_11.189b
nànyat tatra bhavet ki¤cic  KubjT_25.165c
nànyat saücàrayet sudhãþ  ToT_4.45b
nànyathà kubjike vacaþ  KubjT_25.184d
nànyathà j¤ànakoñibhiþ  SRtp_239b
nànyathà tu kathaücana  SvaT_10.368d
nànyathà te vadàmyaham  SvaT_13.34b
nànyathà dar÷ayet tantraü  VT_14c
nànyathà pràksvaråpeõa  SvaT_3.146a
nànyathà mokùamàyàti  SvaT_10.705c
nànyathà vãranàyike  KubjT_25.42b
nànyam etat samarpayet  VT_380b
nànyasya tu kadàcana  Stk_11.19d
nànyaü bhàvaü tu kàrayet  SvaT_4.424d
nànyena tu sunirmità  KubjT_25.160d
nànyena vyàpyate ÷ivaþ  SRtp_119b
nànyo 'sti sacaràcare  KubjT_9.31b
nànviùyatyanyathà balam  MrgT_1,7.5d
nàparàdho 'sti me kvacit  CakBhst_5d
nàpavitraü hi tasyàsti  SvaT_7.249a
nàpi jànàti ki¤cana  SRtp_306b
nàpi bhinnoktahetubhiþ  SRtp_304b
nàpi saüvitsamà rajjor  SRtp_232a
nàpi saü÷ayavàdai÷ca  SvaT_10.677a
nàpi syàllokikairapi  SvaT_10.677d
nàpuõyo labhate sphuñam  KubjT_10.54d
nàputràya kadàcana  Stk_23.20b
nàpaiti guõino guõaþ  MrgT_1,13.187b
nàpyanye tadvibhåtayaþ  SRtp_29b
nàpy asau pãóyate bhayaiþ  VT_186d
nàpyekajanmavàdai÷ca  SvaT_10.679c
nàpyevaü supratãtatvàt  MrgT_1,6.6c
nàbubhukùà bubhukùà và  KubjT_3.62c
nàbhaviùyad idaü yadi  BhStc_40b
nàbhàti niranugrahà  MrgT_1,10.3d
nàbhikesarasaüyuktaü  SvaT_9.51a
nàbhicakràd adha÷ càgnir  KubjT_23.163a
nàbhide÷e bhavaty eko  GorS(1)_57a
nàbhide÷e sthito granthis  VT_141a
nàbhimadhye vyavasthitàþ  Stk_10.2b
nàbhimåle mahe÷àni  ToT_7.34a
nàbhirandhre'thavà gulphaü  ToT_10.5a
nàbhir devyà[÷] ca bhairavi  KubjT_17.104b
nàbhiùñhà tu tathàpy evaü  KubjT_5.84c
nàbhisthaü varõam uddharet  KubjT_10.53b
nàbhisthàne sruco målam  SvaT_4.420c
nàbhisthàne sruco målaü  SvaT_4.427c
nàbhisthà yasya tiùñheta  KubjT_25.130c
nàbhiü devyàþ prakalpayet  KubjT_4.101d
nàbhiü pradar÷ayedyà tu  SvaT_15.28c
nàbhiþ kiüpuruùa÷caiva  SvaT_10.278a
nàbhuktaü layameti ca  MrgT_1,8.5d
nàbheradhastàdyatkandam  Stk_10.1c
nàbherårdhvaü vitastyante  SvaT_4.342c
nàbheþ putro mahàvãryo  SvaT_10.280c
nàbheþ ÷aktyà ÷ivaü gatà  SvaT_4.321d
nàbhau kandaü samàropya  SvaT_2.55c
nàbhau ca jañhare tathà  SvaT_1.50b
nàbhau da÷a-dalaü padmaü  GorS(2)_15c
nàbhau nãtvà samucchvasan  SvaT_7.298d
nàbhau homaü prakalpayet  Stk_2.13b
nàbhyadhastàt tu maõóalam  KubjT_14.59d
nàbhyadhaþ siddhapårvakam  KubjT_17.7d
nàbhyadhodarahçtkaõñhe  KubjT_14.10a
nàbhyadhomeóhrakande ca  SvaT_7.7c
nàbhyàdihçdayàntaü ca  ToT_7.14c
nàbhyàdhàre ca yogãndraþ  SvaT_7.322c
nàbhyàü hçdayasaücàràn  SvaT_7.297c
nàbhyudaranitamboru-  KubjT_12.31c
nàbhyårdhvaü trãüstathà vàràn  SvaT_3.124a
nàma kçtvà varàrohe  SvaT_9.84c
nàma ca tasya lalàñe mantreõa vidarbhitaü samàlikhya  SvaT_13.20/a
nàma càdyaü muhurmuhuþ  SUp_1.9b
nàmatastànibodhata  MrgT_1,13.46d
nàmatastànnibodha me  MrgT_1,13.94b
nàma tasya gale kùipet  KubjT_7.102d
nàmataþ kathayàmi te  MrgT_1,13.141b
nàma niùkramaõaü caiva  SvaT_10.387a
nàma pa¤cà÷akeùv api  KubjT_20.56d
nàmaparyàyasaüj¤à tu  KubjT_25.92c
nàmabhistànnibodha me  MrgT_1,13.125b
nàmamantrair vidarbhitàm  VT_272d
nàmamàlàü prakà÷ayet  KubjT_10.112b
nàma yasya samàlikhet  SvaT_9.60b
nàma yasya samàlikhet  SvaT_9.71b
nàma yasya samàlikhya  SvaT_9.74a
nàmaråpaviparyayaiþ  SvaT_10.729d
nàmaråpaviparyayaiþ  SvaT_10.1029d
nàmaråpairanekadhà  SvaT_10.974d
nàmaråpai÷ca tiùñhati  SvaT_10.727d
nàma vij¤àya tattvataþ  Stk_16.6b
nàma vai sàdhakasya và  SvaT_4.63b
nàma ÷atroþ samàlikhet  SvaT_6.86d
nàmasaükãrtaõàd eva  SUp_1.20a
nàmaü na ÷akyate vaktum  KubjT_6.101a
nàmaü vakùyàmi tac chçõu  KubjT_21.15b
nàmaü vakùyàmi pàrvati  KubjT_22.16d
nàmàdhastàtsamàlikhet  SvaT_9.80d
nàmàni kãrtayiùyàmi  KubjT_14.73c
nàmàni ca nibodha me  SvaT_1.64b
nàmàni teùàü vakùyàmi  SvaT_2.123c
nàmànyeùàü vibhàgena  SvaT_11.128c
nàmàpi dhyàyatàü dhyànaiþ  BhStc_19c
nàmedhine nàtapase  MrgT_4.64e
nàmnà kàmasukhàvatã  SvaT_10.162b
nàmnà kiüpuruùaü khyàtaü  MrgT_1,13.69c
nàmnà krau¤caü taducyate  MrgT_1,13.101b
nàmnà gandhavahà priye  SvaT_10.135b
nàmnà guõavatã purã  SvaT_10.142d
nàmnàcàü÷umatã ÷ubhà  SvaT_10.138d
nàmnà citrarathaü vanam  SvaT_10.184d
nàmnà citravatã purã  SvaT_10.156b
nàmnà caiva manovatã  SvaT_10.124d
nàmnà tu guóikà hy eùà  KubjT_9.55a
nàmnà tu vàtulàttantràd  Stk_1.4c
nàmnà te 'pi sadà÷ivàþ  SRtp_31b
nàmnà padmavatã purã  SvaT_10.160d
nàmnà ÷uddhavatã smçtà  SvaT_10.134d
nàmnà saüyamanã purã  SvaT_10.133d
nàmnà siddhavatã purã  SvaT_10.149b
nàyakaü paramã÷varam  SvaT_13.2b
nàyakà devatà nàma  KubjT_21.64a
nàyakaiþ so 'bhibhåyeta  KubjT_10.106c
nàyako daõóadhàrakaþ  KubjT_11.72d
nàyàtaü martyalokedaü  KubjT_10.37a
nàyàmo na nirodha÷ ca  KubjT_13.79a
nàyàso na vrata÷ caiva  VT_333c
nàyikà oóóiyàne tu  KubjT_21.39a
nàrakaü ratnapa¤cakam  KubjT_18.63d
nàradaü paripåjayet  ToT_1.18b
nàradaþ parikãrtitaþ  ToT_1.19b
nàradàdyai÷ca çùibhir  SvaT_10.154c
nàrado dundubhistathà  SvaT_10.293b
nàràcacakracàparùñi  SvaT_10.469c
nàrà ca ÷akti-r-uccàraü  KubjT_25.136a
nàràcastu samàkhyàtaþ  SvaT_14.8c
nàràcà kartarã cakram  KubjT_25.51c
nàràcàstraprayogeõa  SvaT_2.27a
nàràcàstravidarbhitaþ  VT_345b
nàràyaõà÷rame puõye  MrgT_1,1.2a
nàràyaõã j¤àna÷aktyà  KubjT_24.47a
nàràyaõã õa karõau tu  KubjT_17.99a
nàràyaõã õa karõau tu  KubjT_24.33a
nàràyaõã tavarge tu  SvaT_1.35c
nàrã ca bhuktvà satputraü  SUp_6.222a
nàrãbhiþ parivàritaþ  SvaT_10.1016d
nàrãbhiþ saha lãlayà  SvaT_10.9b
nàrcanaü pitçkàryàdi  Dka_63c
nàrpayen na ca gçhõãyàt  SUp_7.68c
nàrya÷ca vividhà divyà  SvaT_10.866c
nàrhatvaü ca bhajanti te  KubjT_3.119d
nàlakùaõe yathà liïge  SUp_7.3a
nàlaü tu dvàda÷àïgulam  SvaT_2.55d
nàlaü hçdavadhi dhyàtvà  SvaT_2.270a
nàlàjair dãpakaiþ saha  KubjT_24.109b
nàlikà yåpa eva ca  SvaT_10.20b
nàlikerasamudbhavam  SUp_4.59d
nàle vai kaõñakàstu ye  SvaT_2.57b
nàlpakàloùitàyaitad  MrgT_4.64c
nàvàgati gajànàü ca  KubjT_13.21c
nàvàdi÷akañasya ca  KubjT_17.36d
nàvànte ca prakãrtitaþ  KubjT_4.45d
nàvij¤àpya guruü gacched  SUp_7.24c
