Bhartrhari: Vakyapadiya


Input by Yves Ramseier



PADA INDEX



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ğ             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ı             253   
visarga                 ş             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________




akarmakatve saty evaü  BVaky_3,14.67a
paramàõor abhàgasya  BVaky_3,6.13a
paramàõor ghañasya ca  BVaky_3,6.15b
paramàrthe tayor eùa  BVaky_3,6.26c
paramàrthe tu naikatvaü  BVaky_3,7.39a
parayà bàdhyate 'parà  BVaky_3,7.146d
pararåpam iva dvayoş  BVaky_2.101d
pararåpeõa bhidyate  BVaky_3,9.80d
pararåpeõa råpyate  BVaky_3,1.105d
paravalliïgatà yataş  BVaky_3,14.305b
para÷ cen na padàd asau  BVaky_3,10.6d
paras tu ÷abdasaütànaş  BVaky_1.106c
parasmin sàdhanaü matà  BVaky_3,7.17b
parasmaipadam anyatra  BVaky_3,12.20c
parasyà"ngasya karmatvàn  BVaky_3,7.131c
paraü brahmàdhigamyate  BVaky_1.22d
paraü và paramàrthataş  BVaky_2.22b
paràïgabhåtaü sàmànyaü  BVaky_3,1.82a
parànàkàïkùa÷abdakam  BVaky_2.4b
paràparatve mårtinàü  BVaky_3,6.4a
paràpekùe yathà bhàve  BVaky_3,14.407a
paràrtha iti kalpanà  BVaky_3,14.336d
paràrthatvena ÷eùatvaü  BVaky_3,14.7c
paràrthaü ÷eùabhàvaü yo  BVaky_3,14.136a
paràrthànugamàtmake  BVaky_3,14.64b
parikalpeùu maryàdà  BVaky_3,3.65c
parigçhya ÷rutiü caikàü  BVaky_2.109a
paricchinnaparigrahaş  BVaky_3,14.185b
paricchinno 'vasãyate  BVaky_2.237b
paricchedaş kathaü bhavet  BVaky_3,9.27d
paricchedàd dhi sàdç÷yam  BVaky_3,14.389c
paricchede 'nunà kçte  BVaky_2.203b
parichinne pravartate  BVaky_3,14.247b
paritas tu paricchinnaü  BVaky_3,8.12c
paripàkair ayatnajàş  BVaky_2.148b
parimàõam na vidyate  BVaky_3,14.180b
parimàõavikalpena  BVaky_3,9.66c
parimàõaü kriyàvatàm  BVaky_3,9.1d
parimàõaü ca yat tayoş  BVaky_3,6.15d
parimàõaü svabhàvataş  BVaky_3,14.1.26b
parimàõàdhike tatra  BVaky_3,14.86c
parispandam athàpare  BVaky_3,9.76b
pareùàm asamàkhyeyam  BVaky_1.35a
pareùàü pratipàdane  BVaky_2.407d
paropakàratattvànàü  BVaky_3,11.7a
paryarthaü yata÷aktayaş  BVaky_1.155b
paryàyà iva laukikàş  BVaky_2.332b
paryàyà iva sàdhavaş  BVaky_1.178b
paryàye vyavatiùñhate  BVaky_2.251b
paryudàsas tathàrthavàn  BVaky_2.447d
paryudàse tu niyataü  BVaky_3,14.291c
paryudàso 'yam atra tu  BVaky_2.84b
parvatàd àgamaü labdhvà  BVaky_2.486a
parvatàdisaråpàõàü  BVaky_1.103c
parvatàdisthitis tasmàt  BVaky_3,9.80c
pavitraü sarvavidyànàm  BVaky_1.14c
pa÷unà na prakalpeta  BVaky_3,1.62c
pa÷å rudra iva hy etàv  BVaky_3,14.592c
pa÷or nàsti virodhinã  BVaky_3,1.71b
pa÷yati bràhmaõam iva  BVaky_3,14.526c
pa÷yanti tadvad ekena  BVaky_2.401c
pa÷yanty àrùeõa cakùuùà  BVaky_1.38b
pa÷yantyà÷ caitad adbhutam  BVaky_1.159b
pa÷vantaram anarthakam  BVaky_3,1.64d
pa÷vantaram upàdeyam  BVaky_3,1.63c
pa÷vàdiùu vibhajyate  BVaky_2.459d
pàkàdayas tçtãyàntàş  BVaky_3,14.437a
pàkàder aprayoge tu  BVaky_3,14.600c
pàkau pàkà iti yathà  BVaky_3,14.344a
pàcakàdipadasthà cen  BVaky_3,14.253a
pàcake pacatis tathà  BVaky_3,14.78b
pàñhaş kadà cit kartavyas  BVaky_3,14.495c
pàñhàd yair avibhaktitvaü  BVaky_3,14.587a
pàñhe 'nyair upavarõyate  BVaky_2.260b
pàtàgamanayoş kàka-  BVaky_3,14.612c
pàtràdibhedàn nànàtvaü  BVaky_2.389a
pàdyavat sà vibhàgena  BVaky_2.378a
pàratantryaü tathà sthitau  BVaky_3,9.22b
pàraüparyàd apabhraü÷à  BVaky_1.181a
pàràrthyam avivakùitam  BVaky_3,12.23b
pàràrthyasyàvi÷iùñatvàn  BVaky_2.338a
pikàdi yad avij¤àtaü  BVaky_2.72c
pitçrakùaşpi÷àcànàü  BVaky_1.36c
pitroş kartçtvam ucyate  BVaky_3,7.19b
pãtaü na gamayet svargaü  BVaky_1.154c
pãyåùàpåryamàõàpi  BVaky_1.168a
puõyaü råpaü prajàpateş  BVaky_1.126d
putrasya janmani yathà  BVaky_3,7.19a
putrasyàrthaş pradhànatvaü  BVaky_3,8.51c
putràdiùu na vidyate  BVaky_3,14.516d
putràdau guõa÷abdebhyaş  BVaky_3,14.511c
putrãyatau na putro 'sti  BVaky_3,14.70a
putrãyàyàü kriyàntaram  BVaky_3,14.72b
putreõa tulyaş kapila  BVaky_3,14.507c
punar evàvalambate  BVaky_3,6.19d
punar nopaiti dar÷anam  BVaky_3,9.55d
punar vàkye tam evàrtham  BVaky_2.239c
punar viparivartate  BVaky_3,9.53d
punar vibhajate vaktà  BVaky_3,7.4c
puna÷ ca karmabhàvena  BVaky_3,3.45c
puna÷ ca pratisaühàre  BVaky_3,14.89c
puna÷ càpy eka÷abdatvaü  BVaky_3,14.359c
punas tenopadi÷yate  BVaky_3,14.576d
punaş pratyavamar÷ena  BVaky_3,14.312c
purastàt tad vicàritam  BVaky_3,14.345d
puràõair àgamair vinà  BVaky_2.490b
puràràd iti bhinne 'rthe  BVaky_2.268a
puru÷àdiviparyayaş  BVaky_3,10.7b
puruùasya viparyaye  BVaky_3,7.120b
puruùàrthe 'vatiùñhate  BVaky_3,14.429b
puruùeõa kathaücana  BVaky_3,3.38b
puruùeùu vyavasthità  BVaky_1.126b
puruùe ùoóa÷akale  BVaky_1.169c
puruùeùv anavasthitàş  BVaky_3,14.98d
puruùo na tu vartate  BVaky_3,10.2d
puroóà÷àbhidhànaü ca  BVaky_3,12.22a
puùpàdiùu tathà vàkye  BVaky_2.89c
puülliïgena vi÷eùaõam  BVaky_3,14.506b
puüvad ity asya dar÷anàt  BVaky_3,14.588b
puüvadbhàvasya siddhyarthaü  BVaky_3,14.421a
puüvadbhàvo na sidhyati  BVaky_3,6.10b
puüvadbhàvo na sidhyati  BVaky_3,14.418d
puüvadbhàvo bhaviùyati  BVaky_3,14.419b
puü÷abde stryabhidhàyini  BVaky_3,14.152d
påjopàdhi÷ ca yo dçùñaş  BVaky_3,14.432a
påjyate kutsitatvena  BVaky_3,14.5c
pårvakàyàdivad bhavet  BVaky_3,14.477d
pårvabuddhir yato dik sà  BVaky_3,6.7c
pårvabhàgas tu yaj jàtàt  BVaky_3,8.29a
pårvam asyeti ùaùñhy eva  BVaky_3,6.21c
pårvam ity abhidhãyate  BVaky_3,6.9d
pårvayogena sidhyati  BVaky_3,14.539d
pårvavadgrahaõaü pràpte  BVaky_3,12.15c
pårva÷abdaprayogàc ca  BVaky_3,14.476a
pårvasåtre ca yo vidhiş  BVaky_3,14.533b
pårvasåtre vidhãyate  BVaky_3,14.537d
pårvasmàt pracyutà dharmàd  BVaky_3,1.39a
pårvasmin yà kriyà saiva  BVaky_3,7.17a
pårvasyàrthasya tena syàd  BVaky_2.396c
pårvaü padeùv asaüsçùño  BVaky_2.249a
pårvaü buddhiş pravartate  BVaky_1.93d
pårvàdinàü yathà ùaùñer  BVaky_3,6.11c
pårvàdinàü viparyàso  BVaky_3,6.22a
pårvàparàõàü dharmeõa  BVaky_3,8.19c
pårvàbhyàm eva yogàbhyàü  BVaky_3,14.552a
pårvàm avasthàm à÷ritya  BVaky_3,14.566a
pårvàvasthàm avijahat  BVaky_3,7.118a
pårvàü pårvàü kriyàü prati  BVaky_3,7.131b
pårveõa na vatir bhavet  BVaky_3,14.538d
pårveõa pratyayo bhavet  BVaky_3,14.541d
pårveùàü bahudhà matàş  BVaky_2.116d
pårvair arthair anugato  BVaky_2.415a
pårvoktasya viparyaye  BVaky_3,14.511d
pårvottarais tathà bhàgaiş  BVaky_3,8.11a
pçcchyàder loó vidhãyate  BVaky_3,7.126b
pçthaktvàd bhinnalakùaõam  BVaky_3,7.39b
pçthaktvena prakalpanam  BVaky_2.180b
pçthaktveneva vartate  BVaky_1.2d
pçthaktvaikatvaråpeõa  BVaky_3,7.39c
pçthak pratyavabhàsante  BVaky_1.137c
pçthaksthitaparigrahàş  BVaky_1.21d
pçthag apratiùiddhatvàt  BVaky_2.386c
pçthagarthanive÷inàm  BVaky_2.424b
pçthagarthaprakalpane  BVaky_2.192b
pçthagarthànupàtinàm  BVaky_2.423b
pçthag dvayoş ÷ruto 'py eùa  BVaky_3,14.424c
pçthag bhà÷ye nidar÷ità  BVaky_3,3.51d
pçthaïniviùñatattvànàü  BVaky_2.423a
pçthivyàdiùv abhivyaktau  BVaky_3,1.41a
pçthuprabhçtayo nçpàş  BVaky_3,14.554b
paurvàparyavinàkçtàş  BVaky_3,9.5d
paurvàparyavivarjite  BVaky_3,2.18b
paurvàparyaü na bhidyate  BVaky_3,14.81b
paurvàparyàdiråpeõa  BVaky_3,1.37c
'py arthabhedo 'bhidhãyate  BVaky_2.89d
prakarùasyàbhidhàyakaş  BVaky_3,14.3b
prakarùaü praty anarthakaü  BVaky_3,5.7d
prakarùe vyàpçtaü yadi  BVaky_3,5.7b
prakarùo niyamàbhàvàt  BVaky_3,5.5c
prakarùo vidyate nàpi  BVaky_3,5.3c
prakalpayati bhàvànàü  BVaky_3,11.3c
prakalpayati saünidhim  BVaky_2.337d
prakalpità yathà ÷àstre  BVaky_3,8.47c
prakalpya bahuråpatàm  BVaky_3,14.18b
prakalpyaü viùayàntaram  BVaky_3,14.459d
prakàramàtre vartitvà  BVaky_3,14.620c
prakàravacanaş ka÷ cit  BVaky_3,14.620a
prakàravati saüsthitaş  BVaky_3,14.620b
prakàraş kai÷ cid iùyate  BVaky_3,14.619b
prakàràdhàrabhedena  BVaky_3,14.426a
prakàràş sarva eva và  BVaky_3,14.500b
prakà÷akaprakà÷yatvaü  BVaky_2.32a
prakà÷akànàü bhedàü÷ ca  BVaky_1.102a
prakà÷ate tadanyeùàü  BVaky_2.419c
prakà÷ayate saünidheş  BVaky_2.301d
prakà÷aü yam upàsate  BVaky_1.19d
prakà÷aş pravibhajyate  BVaky_2.7b
prakà÷àntarakàraõam  BVaky_1.47b
prakà÷e tata eva và  BVaky_3,8.33d
prakà÷yo 'rtho 'nuvartate  BVaky_1.102b
prakçtàü tàm atas tyaktvà  BVaky_3,14.547c
prakçtipratyayàdayaş  BVaky_2.10b
prakçtipratyayàdivat  BVaky_3,1.1d
prakçtipratyayàrthavat  BVaky_3,4.1d
prakçtipratyayàv åhyau  BVaky_3,14.79a
prakçtir veti saü÷aye  BVaky_3,7.114b
prakçti÷ cet tçtãyàntà  BVaky_3,14.462a
prakçtiü pràõinàü tàü hi  BVaky_3,6.18c
prakçtiş pariõàminã  BVaky_3,7.47b
prakçtiş pratipadyate  BVaky_2.280b
prakçtiş sàdhanànàü sà  BVaky_3,8.39a
prakçtãnàm na vidyate  BVaky_3,14.176b
prakçter avi÷iùñatvàt  BVaky_3,14.511a
prakçtes tu vivakùàyàü  BVaky_3,7.48a
prakçteş syàd viparyaye  BVaky_3,6.19b
prakçteş syàd viliïgatà  BVaky_3,14.160d
prakçtau pravilãneùu  BVaky_3,1.43a
prakçtau vinivçttàyàü  BVaky_2.229c
prakçtau samavasthità  BVaky_3,14.125b
prakçtyarthavi÷eùaõe  BVaky_3,14.520b
prakçtyartha÷ ca yady asau  BVaky_3,14.171b
prakçtyartha÷ ca saüstyànaü  BVaky_3,14.175c
prakçtyarthasya yady api  BVaky_3,14.435b
prakçtyarthànuvàdinaş  BVaky_2.191d
prakçtyarthe vi÷iùñe 'pi  BVaky_3,14.507a
prakçtyartho na kalpyate  BVaky_3,11.30d
prakçtyartho hi nàdhikaş  BVaky_3,14.162d
prakçtyà pratyayena và  BVaky_3,14.169d
prakçtyucchedasaübhåtaü  BVaky_3,7.50a
prakçùña iti ÷uklàdi-  BVaky_3,14.3a
prakçùñatvaü pratãyate  BVaky_1.65d
prakçùñasya prakarùe tu  BVaky_3,14.3c
prakramànavadhàraõàt  BVaky_2.414d
prakrame jàtibhàgasya  BVaky_2.463c
prakramyate tadà j¤ànaü  BVaky_3,3.24c
prakramyante tathàvidhàş  BVaky_2.181d
prakràntà dar÷anàdikà  BVaky_2.271d
prakràntà pratipattéõàü  BVaky_2.418c
prakràntà màñharàd vinà  BVaky_2.349b
prakrànto 'rtho na gamyate  BVaky_3,3.25d
prakriyà jagato yataş  BVaky_1.1d
prakriyàyàü na vidyate  BVaky_3,6.23d
prakùàlane ÷aràvàõàü  BVaky_2.313a
prakhyà tàm àkçtiü viduş  BVaky_3,1.19b
prakhyàyate na ÷uklàdi-  BVaky_3,14.103c
pracayaş parikalpyate  BVaky_3,9.35b
pracayàpacayàtmakaş  BVaky_1.106d
pracayàpacayau gataş  BVaky_3,9.31b
pracayena pracãyate  BVaky_3,9.65b
pracaye bhidyamàne tu  BVaky_3,14.598a
pracetuü vàpi ÷akyate  BVaky_3,9.34d
prajàpatyeùu sàmarthyàt  BVaky_2.456c
praj¤ayà yan nigçhyate  BVaky_3,9.39b
praj¤àyà vàca eva và  BVaky_3,7.109b
praj¤à vivekaü labhate  BVaky_2.489a
praj¤usaüj¤vàdyavayavair  BVaky_2.220a
praõãto guruõàsmàkam  BVaky_2.487c
pratikriyaü samàptatvàd  BVaky_3,1.99a
pratidravyam avasthitam  BVaky_1.101d
prati dravyasya nà÷ritaş  BVaky_3,14.336b
pratipattàv akàraõam  BVaky_2.304d
pratipattinibandhanam  BVaky_2.443b
pratipattir anekadhà  BVaky_2.134d
pratipattiü samãhate  BVaky_2.235b
pratipattur a÷aktiş sà  BVaky_1.87c
pratipattur bhavaty arthe  BVaky_3,3.2a
pratipattçùu bhidyate  BVaky_2.474d
pratipatter upàyeùu  BVaky_3,14.354c
pratipatter upàyo 'sau  BVaky_2.414c
pratipattau tu bhinnànàm  BVaky_2.458c
pratipannaş pravartate  BVaky_2.130b
pratipàdayatà vçttim  BVaky_2.226a
pratipàdyaü na tat tatra  BVaky_3,3.26c
pratibandhas tirobhàvaş  BVaky_3,9.11c
pratibandhaü ca notsçjet  BVaky_3,9.5b
pratibandhàbhyanuj¤àbhyàü  BVaky_3,9.4c
pratibandhàbhyanuj¤àbhyàü  BVaky_3,9.30a
pratibandhàbhyanuj¤àbhyàü  BVaky_3,9.70a
pratibandhe svatantratà  BVaky_3,7.150b
pratibimbakadharmeõa  BVaky_3,14.326c
pratibimbaü tu dç÷yate  BVaky_2.294d
pratibimbaü yathànyatra  BVaky_1.50a
pratibodhàbhyupàyàs tu  BVaky_2.333a
pratibhaddhà÷ ca yàs tena  BVaky_3,9.15a
pratibhànyaiva jàyate  BVaky_2.143b
pratibhàvaü vyavasthitau  BVaky_3,1.32b
pratibhàs tadvatàü tathà  BVaky_2.148d
pratibhàü ùaóvidhàü viduş  BVaky_2.152d
pratibhedam samåhisu  BVaky_3,8.5b
pratibhedaü pçthak sthitàş  BVaky_2.465d
pratibhedaü samàpyate  BVaky_2.18b
pratibhedaü samàpyate  BVaky_2.43b
pratibhedaü samàpyate  BVaky_2.395b
prativarõam asaüvedyaş  BVaky_2.60a
prativarõaü tv asau nàsti  BVaky_2.53c
prati÷abdam avasthitaş  BVaky_2.398b
pratiùedhaprakëptaye  BVaky_3,3.42b
pratiùedhaş pravartate  BVaky_3,3.42d
pratiùedhe vivakùite  BVaky_3,14.264b
pratiùedho na kalpate  BVaky_3,14.264d
pratiùedho nirarthakaş  BVaky_3,14.319d
pratiùedhopade÷ane  BVaky_2.386b
pratiùedhyo yathàbhåtas  BVaky_3,14.288a
pratisvatantraü vàkyaü và  BVaky_2.457c
pratãtatvàt tadarthasya  BVaky_3,12.25a
pratãyamànadharmànyo  BVaky_3,14.465c
pratyaktà parabhàva÷ càpy  BVaky_3,10.1a
pratyakùam anumànaü ca  BVaky_1.36a
pratyakùam iva kaüsàdãn  BVaky_3,7.5c
pratyakùaü pratibimbake  BVaky_1.102d
pratyakùàn na vi÷iùyate  BVaky_1.37d
pratyaïmukhasya yat pa÷càt  BVaky_3,6.8c
pratyayatvaü na sidhyati  BVaky_3,14.178d
pratyayasya pradhànasya  BVaky_3,1.91a
pratyayasya vidhau tatra  BVaky_3,14.595c
pratyayaü tayapaü hitvà  BVaky_3,14.121c
pratyayaş punar ucyate  BVaky_3,14.537b
pratyayaş pratipàdyate  BVaky_3,14.504d
pratyayàõàm prayojakàş  BVaky_3,14.174b
pratyayàtmopajàyate  BVaky_3,14.570b
pratyayànteùu lakùyate  BVaky_2.212b
pratyayàya prayujyate  BVaky_3,14.279d
pratyayàrthavi÷eùaõam  BVaky_3,14.510b
pratyayàrthavi÷eùaõe  BVaky_3,14.518d
pratyayàrthavi÷eùaõe  BVaky_3,14.524b
pratyayàrtha÷ ca dhàtubhiş  BVaky_2.229d
pratyayàrthàtmaniyatàş  BVaky_2.446a
pratyayàrthà nibandhanam  BVaky_2.231b
pratyayàrthàvi÷eùaõàt  BVaky_3,14.507b
pratyayàv eka eva tam  BVaky_2.230b
pratyayena vinà pràdis  BVaky_3,14.585a
pratyayena vinà yadi  BVaky_3,14.83b
pratyaye na vi÷iùyate  BVaky_3,14.366d
pratyayenàbhidhãyate  BVaky_2.229b
pratyayenàbhidhãyate  BVaky_3,7.82b
pratyayenàbhidhãyate  BVaky_3,8.49d
pratyaye hetur ucyate  BVaky_2.328d
pratyayair anupàkhyeyair  BVaky_1.85a
pratyayotpattihetavaş  BVaky_1.177b
pratyayo na nivartate  BVaky_3,14.505d
pratyayo 'nyena yujyate  BVaky_3,14.609d
pratyayo vàcakatve 'pi  BVaky_2.194c
pratyayau vartamànatàm  BVaky_3,9.101b
pratyavasthaü tu kàlasya  BVaky_3,9.12a
pratyavàye tathàvidhe  BVaky_2.322b
pratyavàyo 'bhidhãyate  BVaky_2.321d
pratyastaråpà bhàveùu  BVaky_3,6.7a
pratyastaråpàü bhàveùu  BVaky_3,8.25c
pratyasthamitabhedàyà  BVaky_1.18a
pratyàkhyàte 'nyathà såtre  BVaky_3,14.110c
pratyàkhyànaü na saübhavet  BVaky_3,14.561d
pratyàkhyànaü samaü bhavet  BVaky_3,7.134d
pratyàkhyàne tu yogasya  BVaky_3,14.108c
pratyàtmavçtti siddhà sà  BVaky_2.144c
pratyàyayati vàcakaş  BVaky_2.123b
pratyàyayantã bhedasya  BVaky_3,14.503c
pratyàyyena kvacid bhedo  BVaky_2.98c
pratyàyye 'rthe vivakùite  BVaky_2.301b
pratyàvçtti niråpyate  BVaky_1.84d
pratyà÷rayam avasthànaü  BVaky_2.375c
pratyà÷rayaü samàptàyàü  BVaky_3,1.62a
pratyàsanne kriyàü prati  BVaky_3,14.25b
praty upàdhiş kathaü bhavet  BVaky_3,14.459b
pratyekam avatiùñhate  BVaky_2.222b
pratyekam avatiùñhate  BVaky_2.457b
pratyekam avatiùñhate  BVaky_3,14.605d
pratyekaü ca samåho 'sau  BVaky_3,14.30c
pratyekaü jàtivad vçttis  BVaky_3,14.31c
pratyekaü tu samàpto 'rthaş  BVaky_2.115c
pratyekaü tena bhidyate  BVaky_3,14.606d
pratyekaü pratipadyante  BVaky_2.377c
pratyekaü pravibhajyate  BVaky_2.222d
pratyekaü và bahutvena  BVaky_2.472c
pratyekaü và samastair và  BVaky_2.387c
pratyekaü và samåhinaş  BVaky_3,8.14b
pratyekaü vya¤jakà bhinna  BVaky_1.91a
pratyekaü saühatànàü ca  BVaky_2.385c
pratyekaü syàd vikalpanam  BVaky_3,1.76b
pratyedaü và samàpyate  BVaky_2.471b
prathamaü chandasàm aïgam  BVaky_1.11c
prathamaü tac ca kàrakam  BVaky_3,8.39b
prathamaü tad avidyàyàü  BVaky_3,9.62c
prathamà ÷iùyate punaş  BVaky_3,14.86d
prathamàü tàü pracakùate  BVaky_3,6.13d
prathamàü yuùmado viduş  BVaky_3,10.4d
prathame puruùe sati  BVaky_3,10.3b
prade÷asyaikade÷aü và  BVaky_3,3.52a
prade÷ànàü nivartakàş  BVaky_3,14.217b
prade÷àntarabàdhakàş  BVaky_3,14.217d
prade÷e dar÷anaü teùàm  BVaky_3,14.481c
prade÷e 'py upalabhyate  BVaky_3,14.484d
prade÷eùåpatiùñhate  BVaky_1.70d
prade÷e samudàye và  BVaky_3,14.489c
pradhànakarma kathitaü  BVaky_3,7.71a
pradhànakalpanàbhàve  BVaky_3,14.580a
pradhànatvaü na hãyate  BVaky_3,7.162d
pradhànadharmàvyàvçttir  BVaky_3,14.283c
pradhànabhåtàü tàdarthyàd  BVaky_3,8.15c
pradhànam atra bhedyatvàd  BVaky_3,14.284a
pradhànam anurudhyate  BVaky_3,7.81d
pradhànam anyàrthatayà  BVaky_3,14.236a
pradhànaviùayà ÷aktiş  BVaky_3,7.82a
pradhànasya tathà na syàd  BVaky_3,14.413c
pradhànasya prasiddhaye  BVaky_3,7.92d
pradhànaü tu pratãyate  BVaky_3,14.277b
pradhànaü bhavati kriyà  BVaky_3,1.83d
pradhànaü mçgadugdhàdau  BVaky_3,14.134c
pradhànaü syàt prayojitam  BVaky_3,1.84d
pradhànàni parasparam  BVaky_2.352b
pradhànànugrahàt sàmyàd  BVaky_3,14.510c
pradhànàntarasiddhaye  BVaky_3,1.88b
pradhànàsaübhave yuktà  BVaky_3,14.452c
pradhànetarayor yatra  BVaky_3,7.81a
pradhàne 'py upayujyate  BVaky_3,7.157d
pradhàne 'bhyantarãkçtaş  BVaky_3,14.312b
pradhàne yàti ÷eùatàm  BVaky_3,7.162b
pradhàne yànti kartçtàm  BVaky_3,7.21d
pradhàneùu guõeùu và  BVaky_3,14.65b
pradhàneùu pratãyate  BVaky_3,14.470b
praparõaprapalà÷àdau  BVaky_3,14.52c
pramàõatvena tàü lokaş  BVaky_2.147a
pramàõam ardhahrasàdàv  BVaky_2.307c
pramàõàdãva ÷iùyate  BVaky_3,1.4b
pramàõàdyanu÷àsanam  BVaky_3,1.5d
prayatnena samãritàş  BVaky_1.114b
prayuktànàü hi ÷abdànàü  BVaky_3,14.561a
prayuktena ca saübandhàc  BVaky_3,14.230a
prayukte na prayujyate  BVaky_3,14.216b
prayuktair à÷rayair bhinno  BVaky_3,14.311c
prayujyante tyadàdayaş  BVaky_3,14.343d
prayoktà pratipattà và  BVaky_3,3.19c
prayoktà mçgapakùiõàm  BVaky_2.150d
prayoktçdharmaş ÷abdàrthe  BVaky_3,9.105c
prayoktéõàü vivakùitaş  BVaky_2.434b
prayoktaivàbhisaüdhatte  BVaky_2.432a
prayoktrà pratipàditàş  BVaky_2.475d
prayoga upalabhyate  BVaky_3,14.465b
prayogakàlàbhede 'pi  BVaky_2.465c
prayogadar÷anàbhyàsàd  BVaky_2.120a
prayogabhedàd dhàtånàü  BVaky_3,14.18a
prayogamàtre nyagbhàvaü  BVaky_3,7.123a
prayogavàkvaü yal loke  BVaky_3,14.613c
prayogas tatra vidyate  BVaky_3,8.18d
prayogas tv anuniùpàdã  BVaky_2.124c
prayogaü dvandvabhàvinàm  BVaky_3,14.191b
prayogaş ÷åra÷abdasya  BVaky_3,14.431c
prayogaş so 'pi caitasya  BVaky_3,14.564c
prayogàkhyena karmaõà  BVaky_3,9.16d
prayogàd abhisaüdhànam  BVaky_2.410a
prayogàd ekasaükhyatà  BVaky_3,14.600b
prayogàrtheùu siddhaş san  BVaky_2.183a
prayoge kasya kalpyatàm  BVaky_3,14.463b
prayoge tantralakùaõaş  BVaky_2.474b
prayoge bhidyate ÷rutiş  BVaky_2.469d
prayogeùv eva sàdhutvaü  BVaky_3,14.146c
prayoge samavasthitau  BVaky_2.467b
prayogo na punar bhavet  BVaky_3,14.457b
prayogo na hi vidyate  BVaky_3,14.250d
prayogopanibandhanàş  BVaky_3,9.10b
prayogo vinivartate  BVaky_2.160d
prayogo viprayoga÷ ca  BVaky_3,13.23a
prayojakam idaü teùàm  BVaky_2.81c
prayojakàs tu ye bhàvàş  BVaky_3,9.25a
prayojako 'rthaş ÷abdasya  BVaky_2.303c
pravartayati kàlo 'pi  BVaky_3,9.41c
pravarteraüs tçtãyaiva  BVaky_3,14.549c
pravàdà bahudhàgatà  BVaky_1.8d
pravàdeùv anavasthitaş  BVaky_1.110d
pravikàsiprabho 'lpo 'pi  BVaky_3,14.618a
pravibhaktam iva sthitam  BVaky_3,1.37d
pravibhaktaü vivakùayà  BVaky_2.130d
pravibhaktaü svabhàvataş  BVaky_3,9.57b
pravibhaktuü na ÷akyate  BVaky_3,3.12d
pravibhajyàtmanàtmànaü  BVaky_1.140a
pravibhàgaprakalpanà  BVaky_2.454d
pravibhàgas tathà såtra  BVaky_2.479c
pravibhàge yathà kartà  BVaky_1.139a
pravibhàgo na ka÷ cana  BVaky_1.73d
pravibhàgo na ka÷ cana  BVaky_1.74d
pravibhàgo 'nugamyate  BVaky_2.444b
pravibhàgo yathà÷ruti  BVaky_2.472d
pravivaktuü na ÷akyate  BVaky_2.302d
praviveke ca dar÷anàt  BVaky_3,7.102b
praviveke na kalpate  BVaky_2.357d
pravçttasyàsti vàcyatà  BVaky_3,3.26b
pravçttànàü nivartanàt  BVaky_3,7.101d
pravçttànàü punar vçttir  BVaky_3,14.354a
pravçttà yà kriyàü prati  BVaky_3,9.77b
pravçttim anapàyinãm  BVaky_3,8.37d
pravçttimantaş sarve 'rthàs  BVaky_3,14.323a
pravçttir iti sàmànyaü  BVaky_3,14.322a
pravçttir upapadyate  BVaky_3,14.274d
pravçttir upalabhyate  BVaky_2.155d
pravçttir upalabhyate  BVaky_3,1.81b
pravçttir ubhayos tayoş  BVaky_3,14.57d
pravçttir eva prathamaü  BVaky_3,7.33a
pravçttir na virudhyate  BVaky_2.386d
pravçttir liïgasaükhyayoş  BVaky_3,14.155d
pravçttir và nivçttir và  BVaky_3,14.280c
pravçttihetuü sarveùàü  BVaky_3,3.50c
pravçttiş puruùasyàsti  BVaky_3,7.117c
pravçttãr vi÷vagà÷rayàş  BVaky_3,14.324d
pravçtter ekaråpatvaü  BVaky_3,13.17a
pravçttau bhinna÷abdàyàü  BVaky_3,14.342c
pravçttyà vàvatiùñhate  BVaky_3,13.17d
prave÷aş pratiùidhyate  BVaky_2.385d
