Santideva: Bodhicaryavatara


Input by Richard Mahoney



PADA INDEX



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE.
            
Text converted to Ronald E. Emmerick's encoding for WordPerfect 5.1 DOS 
and related utility programmes BHELA, CARAKA etc. (DOS versions):
            
description             character  =ASCII
            
long a                  Ã             195
long A                  ù             249
long i                  Å             197
long I                  ı             253
long u                  Æ             198
long U                  ô             244
vocalic r               ­             173
vocalic R               ã             227
long vocalic r          Ì             204
vocalic l               Ê             202
long vocalic l          Ë             203
velar n                 Ç             199
velar N                 §             167
palatal n               ¤             164
palatal N               ¥             165
retroflex t             Â             194
retroflex T             è             232
retroflex d             ¬             172
retroflex D             Ö             214
retroflex n             ï             239
retroflex N             ×             215
palatal s               Ó             211
palatal S               Á             193
retroflex s             «             171
retroflex S             å             229
anusvara                æ             230
capital anusvara        õ             245
visarga                 ÷             247
capital visarga         ê             234

Other characters of the REE encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of REE and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________





akasmÃnm­tyurÃyÃto  Bca_7.8c
ye kecidaparÃdhÃstu  Bca_6.25a
ye kecid du÷khitÃ loke  Bca_8.129a
ye cÃnye 'pyapakÃriïa÷  Bca_3.16b
ye taæ sphurantamapi mÃnaripuæ nihatya  Bca_7.59c
ye te prÃmodyasÃgarÃ÷  Bca_8.108b
yena kÃryeïa gacchanti  Bca_10.23c
yena janmasahasrÃïi  Bca_8.5c
yena j¤Ãnaæ nirucyate  Bca_9.61d
yena tenÃsanenÃhaæ  Bca_10.52a
yena yÃsyanti narakÃn  Bca_6.47c
yena sarve bhavi«yanti  Bca_6.69c
yena syÃnnarakavyathÃ  Bca_6.131b
yenÃtraiva sukhodyama÷  Bca_8.95d
yenÃyaæ mukharo bhavet  Bca_8.166b
yenÃvÅcÅndhano bhavet  Bca_8.123d
yenÃsau me 'nabhÅpsita÷  Bca_6.54d
ye nek«ante svadau÷sthityam  Bca_9.164c
yenaivaæ bÃdhyase parai÷  Bca_6.68b
ye 'pi cainaæ samÃÓritÃ÷  Bca_6.4b
ye 'pi nityÃnaïÆnÃhus  Bca_9.127a
ye mÃnaÓatruvijayÃya vahanti mÃnam  Bca_7.59b
ye mocayanti mÃæ bandhÃd  Bca_6.100c
ye virÆpÃstapasvina÷  Bca_10.29d
ye«Ãæ k­te tatra k­te k­taæ syÃt  Bca_6.120b
ye«Ãæ kruddhÃprasannÃ vÃ  Bca_3.15a
ye«Ãæ vyathÃyÃæ praviÓanti manyum  Bca_6.122b
ye«Ãæ sukhe yÃnti mudaæ munÅndrÃ  Bca_6.122a
ye«u me 'bhinivi«Âena  Bca_2.61c
ye sattvÃ mÃnavijitÃ  Bca_7.56a
yairutsÃhavaÓÃt prÃptÃ  Bca_7.18c
yairetaddharmasarvasvaæ  Bca_5.17c
yogino 'pyuttarottarai÷  Bca_9.4b
yogilokena bÃdhyate  Bca_9.3d
yogÅ prÃk­takastathÃ  Bca_9.3b
yojyo 'smadvyathayÃ sadÃ  Bca_8.154b
yo na dadyÃtpunarnara÷  Bca_4.5b
yo nÃstÅti prakalpyate  Bca_9.34b
yo 'nyasaæpadi kupyati  Bca_6.83d
yo 'pyanya÷ k«aïamapyasya  Bca_4.9a
yo mandya k«utpipÃsÃdi-  Bca_8.122a
yo mohena prakalpita÷  Bca_9.76d
yo lÃbhasatkriyÃheto÷  Bca_8.123a
yo hi yena vinÃ nÃsti  Bca_6.104a
rak«ati vraïamÃdarÃt  Bca_5.19b
rak«ati vraïamÃdarÃt  Bca_5.20b
rak«asÅmaæ mana÷ kasmÃd  Bca_5.60a
rak«Ãcittaæ dayÃcittaæ  Bca_8.110c
rak«Ãcittaæ dayÃcittaæ  Bca_8.117c
rak«Ãrthamavati«Âhate  Bca_5.33d
rak«Ãæ kurvantu devatÃ÷  Bca_10.26d
rak«itavyo na yujyate  Bca_8.173d
rak«eccittavraïaæ sadÃ  Bca_5.19d
rak«yaæ tasyaiva tanmatam  Bca_8.99b
raïaÓirasi prasamaæ nihantumugrÃ÷  Bca_4.37b
raïaæ jÅvitasaædehaæ  Bca_8.77a
ratirauddhatyahÃsÃdau  Bca_7.15c
ratnatrayasvamÃdadyÃd  Bca_8.123c
ratnatraye 'pakÃro yo  Bca_2.30a
ratnapradÅpÃæÓca nivedayÃmi  Bca_2.17a
ratnÃtapatrÃïyatiÓobhanÃni  Bca_2.19d
ratnÃni yÃvanti ca santi loke  Bca_2.2c
ratnojjvalastambhamanorame«u  Bca_2.10a
ramantÃæ saha bandhubhi÷  Bca_10.24d
ramante nopadhÃnakai÷  Bca_8.50b
ramyÃ÷ kalpadrumodyÃnai÷  Bca_10.34a
ramye«u harmyavipule«u ÓilÃtale«u  Bca_8.86b
raÓmibhyo gaganÃdapi  Bca_10.37b
rasajÃtamatÅva vedhanÅyaæ  Bca_1.10c
rÃgo nÃtra Óivaæ nanu  Bca_8.66b
rÃjÃ bhavatu dhÃrmika÷  Bca_10.39d
rÃtrindivamaviÓrÃmam  Bca_2.40a
rÃtrindivaæ ca triskandhaæ  Bca_5.98a
rÃtrau yathÃ meghaghanÃndhakÃre  Bca_1.5a
riktahastaÓca nagnaÓca  Bca_6.59c
rekhÃdyaphalamÃgatam  Bca_5.46b
rogiïa÷ kiæ bhavi«yati  Bca_5.109d
rodityÃrtaravaæ ÓiÓu÷  Bca_6.93b
ro«o yasya khalÅkÃrÃt  Bca_8.182a
laghuæ kuryÃttathÃtmÃnam  Bca_7.74a
laÇghyÃÓcÃÓucayaÓcaiva  Bca_9.120c
latÃ÷ sapu«pÃbharaïojjvalÃÓca  Bca_2.3c
labdhe viraticitte tu  Bca_5.11c
labdhvÃpi ca bahÆ/llÃbhÃn  Bca_6.59a
labhantÃæ te samÃgamam  Bca_10.38b
labhantÃæ sÃrthasaæhatim  Bca_10.25b
labhantÃæ hitasaæhitam  Bca_10.20d
labhamÃno na g­hïÃtu  Bca_6.85c
lÃbhasatkÃrakÅrtyarthi  Bca_5.51a
lÃbhasatkÃrabandhanam  Bca_6.100b
lÃbhasatkÃramÃtmana÷  Bca_8.147d
lÃbhasatkÃrasahitaæ  Bca_10.57c
lÃbhÃjjÅvan karomi cet  Bca_6.60b
lÃbhÃdi«u ca t­«ïayÃ  Bca_8.3b
lÃbhÃ naÓyantu me kÃmaæ  Bca_5.22a
lÃbhÃntarÃyakÃritvÃd  Bca_6.55a
lÃbhÃrthaæ krudhyato nanu  Bca_6.60d
lÃbhina÷ paiï¬apÃtikÃ÷  Bca_10.46b
lÃbhinya÷ santu bhik«uïya÷  Bca_10.44a
lÃbhÅ ca satk­taÓcÃham  Bca_8.17a
lÃbhÅ nÃhamayaæ yathÃ  Bca_8.141b
lÃlÃpÃnaæ kathaæ priyam  Bca_8.49d
lÃlÃmedhyaæ ca jÃyate  Bca_8.49b
leÓo 'pi mama nek«yate  Bca_7.34b
lokasya puïye«u mati÷ k«aïaæ syÃt  Bca_1.5d
lokasyÃpi ca tajj¤Ãnam  Bca_9.138a
loka÷ pratyak«atastÃvat  Bca_9.117a
lokÃtte tattvadarÓina÷  Bca_9.8b
lokÃpramÃïatÃyÃæ cet  Bca_9.138c
lokÃprasÃdakaæ sarvaæ  Bca_5.93c
lokÃvatÃraïÃrthaæ ca  Bca_9.7a
lokena bhÃvÃ d­Óyante  Bca_9.5a
lokeÓvarÃdÅnapi maï¬ayÃmi  Bca_2.13d
lo«ÂrÃde÷ ko viÓe«o 'sya  Bca_8.179c
vaktukÃmo 'pi vÃ bhavet  Bca_5.47b
vaktumicchati me cittaæ  Bca_5.52c
vajradhvajasya vidhinÃ  Bca_7.46c
va¤cakaæ ca mano bhavet  Bca_5.49d
vatsarairapi nek«ante  Bca_8.74c
vada kastÃvadÅÓvara÷  Bca_9.119b
vada kiæ tena virmitam  Bca_9.123b
vada kena na kupyasi  Bca_6.85d
vanapradeÓÃÓca vivekaramyÃ÷  Bca_2.3b
vandhyÃduhit­lÅleva  Bca_9.23c
vabhÆvottamanirv­tÃ÷  Bca_8.42d
varamadyaiva me m­tyur  Bca_6.56a
varavaidyo na dattavÃn  Bca_7.24b
varaæ nairÃtmyabhÃvanÃ  Bca_9.78d
varaæ sattve«u dÅyatÃæ  Bca_3.11d
varÃkÃste na mÃnina÷  Bca_7.56b
vartamÃne«vanekadhÃ  Bca_5.45b
vardhayitvaivamutsÃhaæ  Bca_8.1a
varstraiÓca te«Ãæ tanumunm­ÓÃmi  Bca_2.12b
vastu cet sÃ kathaæ nÃnyÃn  Bca_9.27c
vastrabhojanapÃnÅyaæ  Bca_10.20a
vastrairalaÇkÃravaraiÓca taistai÷  Bca_2.13b
vastvÃÓrayaÓcet saæsÃra÷  Bca_9.28c
vastvÃÓrayeïÃbhÃvasya  Bca_9.29a
vÃkpÃÂhena tu kiæ bhavet  Bca_5.109b
vÃkyamullaÇghayÃmÅti  Bca_2.57c
vÃraïÃpi na yuktaivaæ  Bca_6.32a
vÃrayanti ca mÃæ hitÃt  Bca_8.11b
vÃryaæ cetsarvamapyevaæ  Bca_8.103c
vÃsinÃæ kimu dehinÃæ  Bca_4.10d
vikartuæ naiva Óaknoti  Bca_6.128c
vikalpak«etrasaæbhÆta-  Bca_9.93c
vikramante viÓe«ata÷  Bca_6.17b
vikrÅtasvÃtmabhÃvÃnÃæ  Bca_8.76a
vik«ipanti na kecana  Bca_8.37d
vik«iptacittastu nara÷  Bca_8.1c
vik«epasya na saæbhava÷  Bca_8.2b
vighanÃrkÃæÓuvikacaæ  Bca_8.57a
vighnantu vÃ tu«yatu lokanÃtha÷  Bca_6.125d
vicÃrasya vicÃraïÃt  Bca_9.110d
vicÃrasyÃsti nÃÓraya÷  Bca_9.111b
vicÃra÷ sarva ucyate  Bca_9.109d
vicÃritaæ tu yadbuddhair  Bca_4.3a
vicÃritena tu yadÃ  Bca_9.110a
vicÃrite vicÃrye tu  Bca_9.111a
vicÃre kadalÅsamÃ÷  Bca_9.151b
vicÃre jÅvaloka÷ ka÷  Bca_9.154a
vicÃreïa vicÃryate  Bca_9.110b
vicikitsÃ ca durjayÃ  Bca_9.162d
vij¤Ãtavyaæ samÃsata÷  Bca_1.15b
vij¤Ãnasya tvamÆrtasya  Bca_9.97a
vij¤Ãnaæ smaryate katham  Bca_9.24b
vij¤ÃpayÃmi saæbuddhÃn  Bca_2.27a
vitarkÃn parivarjayet  Bca_8.2d
vidyante lokadhÃtu«u  Bca_10.4b
vidyamÃnasya bhÃvasya  Bca_9.146a
vidyutk«aïaæ darÓayati prakÃÓaæ  Bca_1.5b
vidvÃnevaæ vibhÃvayet  Bca_8.3d
vinÃ duskaracaryayÃ  Bca_10.47b
vinÃ mÆlyaæ na labhyate  Bca_8.71b
vinÃ ÓÆnyatayÃ cittaæ  Bca_9.49a
vinipÃtagatÃnÃtha-  Bca_5.85a
vineyapraïidhÃnÃbhyÃæ  Bca_9.36c
vipattirÅd­ÓÅ jÃtÃ  Bca_7.39c
vipÃkaphalabhÃvanÃ  Bca_7.40d
vipÃkamadhurai÷ Óivai÷  Bca_7.64d
vipulasugandhiÓÅtalasaroruhagarbhagatÃ  Bca_7.44a
vibadhnÃti m­«Ã ca sÃ  Bca_9.141d
vimÃnameghÃn stutigÅtaramyÃn  Bca_2.18c
vimÃrgÃccittamÃk­«ya  Bca_8.186c
viramya sarvapÃpebhya÷  Bca_10.31c
viruddhapratyayotpattau  Bca_9.92a
viraumyÃrtaravaæ bhÅta÷  Bca_2.51c
vivÃdo yogilokayo÷  Bca_9.5d
vivekaguïabhÃvanÃt  Bca_8.89b
vivekalÃbhina÷ santu÷  Bca_10.43a
vivekavÃsasÃmagrÅæ  Bca_10.52c
vivekastu sudurlabha÷  Bca_9.161b
viveke janayedratim  Bca_8.85b
viÓanti kila jÅvitam  Bca_8.77b
viÓedvahniæ muhurmuhu÷  Bca_9.165b
viÓe«aÓca yadÃ mithyÃ  Bca_9.68c
viÓe«o nÃsti vastuta÷  Bca_9.151d
viÓvastavinyastapadaæ  Bca_5.79a
vi«amairjagaducyate  Bca_9.128d
vi«ayavyÃp­tatvÃcca  Bca_6.28c
vi«aæ rudhiramÃsÃdya  Bca_7.69a
vi«Ãdak­taniÓce«Âa  Bca_7.53a
vi«ÃdÃtmÃvamanyanÃ  Bca_7.2d
vi«ÃdÅnupaÓÃmayet  Bca_9.37d
vi«ÃpathyÃdibhak«aïai÷  Bca_6.36b
visarjanamapÃv­tam  Bca_5.91b
vistareïa sadÃcÃro  Bca_5.105c
vistÅrïe«u svabhÃvata÷  Bca_8.28b
vispa«ÂÃrthaæ manoramam  Bca_5.79b
viharan durjane«vapi  Bca_5.21b
vihari«yÃmyasaæstuta÷  Bca_8.16d
vihari«yÃmyahaæ kadÃ  Bca_8.28d
vihÃrÃ÷ santu susthitÃ÷  Bca_10.42b
vih­tya yatra kvacidi«ÂakÃlaæ  Bca_8.87a
vihvala÷ kiæ kari«yasi  Bca_7.10d
vÅrye bodhiryata÷ sthitÃ  Bca_7.1b
v­k«amÆle guhÃsu vÃ  Bca_8.27b
v­thÃ du÷khamupÃrjyate  Bca_8.180b
v­thÃ nÅtaæ mayÃ janma  Bca_7.36c
v­thÃ sahante muktyartham  Bca_6.13c
v­thaivÃyurvahatyÃÓu  Bca_9.161a
v­thaivetyÃha sarvavit  Bca_5.16d
v­ddha÷ kÃmai÷ karoti kim  Bca_8.72d
v­ddhiæ caivaæ gami«yati  Bca_5.44d
vetÃ¬eneva kenÃpi  Bca_8.48c
vetti sarvaj¤a evaitÃm  Bca_4.7a
vedanÃ ca na vidyate  Bca_9.99b
vedanÃ tena nek«yate  Bca_9.100d
vedanÃto na tattvata÷  Bca_9.102b
vedanÃtvaæ kathaæ tasya  Bca_9.90c
vedanÃpratyayÃ t­«ïÃ  Bca_9.48a
vedanÃsaæbhava÷ kuta÷  Bca_9.98b
vedanetyÃgataæ nanu  Bca_9.92d
vedanai«Ãæ ca vidyate  Bca_9.48b
vedayitvÃ vimucyate  Bca_4.22b
vedÃderapi satyatÃ  Bca_9.43d
vaidyavÃkyaæ na laÇghayet  Bca_2.55b
vaidyopadeÓÃccalata÷ kuto 'sti  Bca_4.48c
vyaktadarÓanamapyasat  Bca_9.138d
vyaktasyÃsata utpattir  Bca_9.136a
vyagratayÃ dhanasaktamatÅnÃæ  Bca_8.79c
vyathÃyÃæ kutra kupyate  Bca_6.44d
vyasanaÓatairapi kena hetunÃ vai  Bca_4.38d
vyasanaæ vinipÃtaya  Bca_8.165d
vyasanaughaprasavaikahetu«u  Bca_4.34b
vyÃdhibandhanatÃ¬anai÷  Bca_6.16b
vyÃdhyÃkulo naro yadvan  Bca_5.24a
vyÃdhyÃraïyÃdisaækaÂe  Bca_10.26b
vyÃpÃrai÷ k«utklamaÓramai÷  Bca_9.160b
vyutthitaÓce«ÂamÃnastu  Bca_7.53c
vyomavat sphuÂamakriya÷  Bca_6.29b
vraïadu÷khalavÃdbhÅto  Bca_5.20a
ÓakaÂaæ vahato yadvat  Bca_8.80c
ÓaktÃ bhavantu cau«adhyo  Bca_10.40a
Óakto j¤Ãtuæ hitÃhitam  Bca_7.19b
Óatruryadi na pÆjyate  Bca_6.110b
Óatruvadyo bhayÃvaha÷  Bca_8.121d
ÓatroÓcaitadviparyayÃt  Bca_6.11d
Óabdagrahaïayuktastu  Bca_9.65c
ÓabdagrahaïarÆpaæ yat  Bca_9.64a
Óabdaj¤Ãnaæ yadi tadÃ  Bca_9.61a
ÓabdastÃvadacittatvÃt  Bca_6.94a
ÓabdasyÃsaænidhÃnÃccet  Bca_9.63c
Óabdo g­hyeta sarvadÃ  Bca_9.61b
Óamatha÷ prathamaæ gave«aïÅya÷  Bca_8.4c
Óamathena vipaÓyanÃsuyukta÷  Bca_8.4a
ÓayyÃ ÓayyÃrthinÃmahaæ  Bca_3.18b
Óaraïaæ yÃmi bhÃvena  Bca_2.49c
Óaraïaæ yÃmi vo bhÅto  Bca_2.54c
ÓarÅrapak«apÃtena  Bca_8.180a
ÓarÅrÃbhiniveÓÃttu  Bca_6.52c
ÓarkarÃdivyapetÃ ca  Bca_10.35a
ÓastrÃïi kena narake  Bca_5.7a
Óasyasaæpattirastu ca  Bca_10.39b
ÓÃntÃsu vanabhÆmi«u  Bca_8.85d
ÓÃntiæ kuryÃmahaæ kadÃ  Bca_9.167b
ÓÃmyantu vedanÃstÅvrÃ  Bca_10.16a
ÓÃlyannavya¤jane«u vÃ  Bca_8.62b
ÓÃsanaæ bhik«utÃmÆlaæ  Bca_9.45a
Óik«ÃkÃmÃÓca bhik«ava÷  Bca_10.43b
Óik«Ãnatikrame yatnaæ  Bca_4.1c
Óik«Ãsamuccayo 'vaÓyaæ  Bca_5.105a
Óik«Ãæ d­«ÂvÃ samÃcaret  Bca_5.107d
Óik«Ãæ rak«itukÃmena  Bca_5.1a
Óik«Ã÷ sÆtre«u d­Óyante  Bca_5.104a
Óik«itenÃriïÃ saha  Bca_7.67d
Óik«i«yÃmi yathÃkramaæ  Bca_3.23d
Óik«ettÃ eva yatnata÷  Bca_5.99d
Óik«edyadguruvartanam  Bca_5.103b
Óira÷ patatu nÃma me  Bca_4.44b
Óira÷ÓÆlÃni sattvÃnÃæ  Bca_1.21a
ÓiÓornÃrjanasÃmarthyaæ  Bca_8.72a
ÓÅghraæ sarvaj¤atÃkÃmo  Bca_9.55c
ÓÅtÃtapÃdivyasanaæ sahante  Bca_4.40c
ÓÅtÃrtÃ÷ prÃpnuvantÆ«ïam  Bca_10.5a
ÓÅto«ïav­«ÂivÃtÃdhi-  Bca_6.16a
ÓÅlad­«ÂivipattyÃdi-  Bca_8.144a
ÓÅlapÃramitÃ matÃ  Bca_5.11d
ÓukraÓoïitabindu«u  Bca_8.111b
ÓukraÓoïitabindu«u  Bca_8.158b
ÓÆnyatÃdarÓanena kim  Bca_9.41b
ÓÆnyatÃ du÷khaÓamanÅ  Bca_9.56c
ÓÆnyatÃyÃ idaæ phalam  Bca_9.53d
ÓÆnyatÃvÃsanÃdhÃnÃd  Bca_9.33a
ÓÆnyadevakule sthitvÃ  Bca_8.27a
ÓÆnyÃlaye v­k«atale guhÃsu  Bca_8.87b
ÓÆrÃÓrayeïeva mahÃbhayÃni  Bca_1.13c
Ó­gÃlÃ api yadgandhÃn  Bca_8.31c
Ó­ïvantu badhirÃ÷ sadÃ  Bca_10.19b
Ó­ïvannÃdÃæÓca nÃrakÃn  Bca_7.10b
Óerate sma m­tÃ iva  Bca_8.73d
Óe«ÃpattiÓamastena  Bca_5.98c
Óe«Ãstu m­tamÃrakÃ÷  Bca_6.20d
ÓokavegasamucchÆna-  Bca_7.9a
ÓokÃdyÃrtÃya m­«ÂÃdi  Bca_9.89c
ÓokÃyÃsairvi«ÃdaiÓca  Bca_9.156a
ÓokÃrtÃ÷ prÅtilÃbhina÷  Bca_10.21b
Óoci«yÃmi ciraæ bhÆyo  Bca_4.24c
ÓmaÓÃne kila te gh­ïÃ  Bca_8.70b
ÓmaÓÃne patitÃn ghorÃn  Bca_8.63c
ÓraddhÃpraj¤Ãk­pÃnvitÃ÷  Bca_10.27b
ÓraddhÃæ mÃnu«yameva vÃ  Bca_4.15b
ÓramabhÃgena buddhatÃ  Bca_8.83b
Órama÷ kasya k­tena me  Bca_8.182d
Órameïa mahatÃnena  Bca_8.155c
ÓrÃddhÃ yatnaparÃ api  Bca_5.26b
ÓrÃvakebhyo 'pi ÓÅghraga÷  Bca_7.29d
ÓrÅsaæbhavavimok«Ãcca  Bca_5.103a
ÓrutacintitabhÃvitam  Bca_5.25b
Órutisaukhyaæ k­pÃmÆlaæ  Bca_5.79c
ÓrÆyatÃæ sarvadehibhi÷  Bca_10.37d
Óre«Âha÷ sattve«u vidyate  Bca_6.118b
«a¬vij¤ÃnÃni sarvathÃ  Bca_9.60d
sa eva kÃraïaæ tasya  Bca_6.104c
sa eva cenna jÃnÃti  Bca_8.182c
sa evÃta÷ k«amÃhetu÷  Bca_6.111c
sa evÃtyantadu÷sthita÷  Bca_9.112b
sa evÃnyasvabhÃvaÓced  Bca_9.66c
sa kathaæ vighna ucyate  Bca_6.104d
sakalamanorathasaæprapÆraïaæ  Bca_1.33d
sakalaæ yadi do«avat  Bca_9.51b
sakalÃbhyÃgatasattvatarpaïaæ  Bca_3.32d
sa kiæ necchati sattvÃnÃæ  Bca_6.83a
sa kiæ mÃæ bhak«ayi«yati  Bca_6.54b
sa kiæ saæskriyate yatnÃd  Bca_8.69a
saktitrÃsÃttvanirmuktyÃ  Bca_9.53a
saÇk«epÃnnÃsti tatkiæcit  Bca_6.5c
saÇk«epeïÃthavÃ tÃvat  Bca_5.106a
saÇgrÃmo hi saha kleÓair  Bca_6.19c
sa ca kutra svayaæ sthita÷  Bca_9.81d
sa caretparamaæ guhyaæ  Bca_8.120c
sa ca loke nirapek«ayÃbhiratyÃ  Bca_8.4d
sacetane«u kiæ kopa÷  Bca_6.22c
sacchatradaï¬aÓastre ca  Bca_5.88c
sacchidrakumbhajalavan  Bca_5.25c
sajja÷ sarvatra vartate  Bca_7.74d
satataæ phalati k«ayaæ na yÃti  Bca_1.12c
sa tasmiæÓcirana«Âe 'pi  Bca_9.37c
satkÃramitvaraæ d­«ÂvÃ  Bca_6.81c
satkÃra÷ kÃyajÅvitam  Bca_5.22b
satk­ta÷ paribhÆto vÃ  Bca_9.152c
sattvakÃrye«u vÃhaya  Bca_8.163d
sattvak«etraæ jinak«etram  Bca_6.112a
sattvatvÃdÃtmasattvavat  Bca_8.94d
sattvadhÃtupramok«aïe  Bca_1.18b
sattvadhÃtoranekadhÃ  Bca_3.21b
sattvapÆjÃ k­tÃ bhavet  Bca_6.118d
sattvamÃhÃtmyameva tat  Bca_6.115b
sattvaratnaviÓe«o 'yam  Bca_1.25a
sattvavyathÃyÃmapi tadvadeva  Bca_6.123c
sattvaæ rajastamaÓceti  Bca_9.128a
sattvaæ rajastamo vÃpi  Bca_9.65a
sattvÃnÃmaprameyÃïÃæ  Bca_3.20c
sattvÃnÃmeva cÃrthÃya  Bca_5.101c
sattvÃnÃæ kinna vÃ¤chasi  Bca_6.81b
sattvÃnÃæ tena te samÃ÷  Bca_6.114d
sattvÃnnÃÓayatÅti cet  Bca_6.62b
sattvÃrÃdhanamuts­jya  Bca_6.119c
sattvÃrÃdhanasaæbhavam  Bca_6.133b
sattvÃrthaæ nÃnyadÃcaret  Bca_5.101b
sattvÃ÷ prak­tipeÓalÃ÷  Bca_6.40b
sattvebhyaÓca jinebhyaÓca  Bca_6.113a
sattvopadravakÃriïa÷  Bca_6.42d
satyata÷ kalpanÃ tvatra  Bca_9.26c
satyadarÓanato mukti÷  Bca_9.41a
satyadvayamidaæ mataæ  Bca_9.2b
satyabuddhe k­tÃ pÆjÃ  Bca_9.40c
satyamÅhÃ tu mohata÷  Bca_9.77b
satyavÃdÅdamuktavÃn  Bca_7.17d
satyÃmeva sukhavyaktau  Bca_9.133a
sadayena parÃtmano÷  Bca_8.105d
sadÃ kalyÃïamitraæ ca  Bca_5.102a
sadÃ pre«aïakÃriïÃm  Bca_8.76b
sadopasthÃpyamÅd­Óam  Bca_5.34b
saddharmak«ÅramathanÃn  Bca_3.31c
saddharmaratnasya ca nirmalasya  Bca_2.1c
saddharmasebakaæ kÃyam  Bca_5.86a
saddharma÷ pÆjyate katham  Bca_6.109d
sadbhÃve 'pi kathaæ yathÃ  Bca_9.9b
sa na nirdhÃryate tata÷  Bca_8.35b
sa nÃstÅti vikalpanÃ  Bca_9.141b
santi te ye«vahaæ nÅca÷  Bca_8.143c
santi te ye«vahaæ vara÷  Bca_8.143d
santu jÃtismarÃ÷ sadÃ  Bca_10.27d
santu siddhamanorathÃ÷  Bca_10.24b
santu svÃdhÅnav­ttaya÷  Bca_10.28d
saparibhavaæ divasÃrdhayÃpanÃt  Bca_1.32d
sa paÓcÃnniyata÷ so 'sti  Bca_9.108c
saputrÃnpÆjayÃmyaham  Bca_2.22d
sa preto bhavatÅtyuktam  Bca_4.5c
saphaleti kathaæ yathÃ  Bca_9.40d
sabhaktaæ nirupadravaæ  Bca_4.16b
samadu÷khasukhÃ÷ sarve  Bca_8.90c
samantabhadrÃjitama¤jugho«a-  Bca_2.13c
samamÃtmÃnamÃlokya  Bca_8.147a
samastabhadrÃyÃtmÃnaæ  Bca_2.50a
samastenaiva hastena  Bca_5.94c
samaæ gauravamÃcaret  Bca_5.89d
samaæ ca tena mÃhÃtmyaæ  Bca_6.114c
samÃdadÃti taccittam  Bca_1.18c
samÃdhÃnadhuraæ naiva  Bca_5.41c
samÃdhÃnaæ karomyaham  Bca_8.186b
samÃdhÃnÃya cittasya  Bca_8.39c
samÃdhau na ca ti«Âhati  Bca_8.6b
samÃdhau sthÃpayenmana÷  Bca_8.1b
samÃ pÃïitalopamÃ  Bca_10.35b
sa mÃæ rak«atu pÃpinam  Bca_2.51d
sa mÃæ stautÅtyasaæbhava÷  Bca_6.94b
samudÃnayituæ k«amÃ÷  Bca_4.30d
samÆhasyÃpyavastutvÃd  Bca_9.97c
samyag yadavicÃritaæ  Bca_4.2b
sarÃæsi cÃmbhoruhabhÆ«aïÃni  Bca_2.4c
saredapasaredvÃpi  Bca_5.38a
sarobhirudyÃmasarojagandhair  Bca_10.7c
sarcacaityÃni vande 'haæ  Bca_2.25a
sarpÃ÷ sarve ca Óatrava÷  Bca_5.4b
sarvakÃlaæ pariÓrama÷  Bca_8.82d
sarvak«etrÃïusaækhyaiÓca  Bca_2.24a
sarvakhedaÓramÃpaham  Bca_7.30d
sarvaj¤anÅtyanutsargÃd  Bca_7.19c
sarvata÷ paribhÆtÃÓca  Bca_7.58a
sarvatyÃgaÓca nirvÃïaæ  Bca_3.11a
sarvatrÃdhvagataæ Óubhaæ  Bca_3.10b
sarvatrÃdhvagatÃnbuddhÃn  Bca_2.24c
sarvatrÃvyÃhatek«aïÃ÷  Bca_5.31b
sarvatrÃsaharÃæjinÃn  Bca_2.48d
sarvatrisÃhasravisÃrigandhair  Bca_2.14a
sarvatraiva mamÃstu tat  Bca_6.96b
sarvathÃ kleÓavairiïÃm  Bca_4.44d
sarvathÃpi na tatte 'sti  Bca_6.84c
sarvadarpÃnnihanmi te  Bca_8.169b
sarvadikkhyÃtakÅrtaya÷  Bca_10.46d
sarvadik«u na labhyate  Bca_2.56d
sarvadik«u vyavasthitÃn  Bca_2.27b
sarvadurgativÃsina÷  Bca_10.16d
sarvadu÷khapraÓÃntik­t  Bca_3.6d
sarvado«ÃstadÃÓritÃ÷  Bca_8.168d
sarvamÃkÃÓasaækÃÓaæ  Bca_9.155a
sarvamuts­jya gantavyam  Bca_2.35c
sarvametatsucaritaæ  Bca_6.1a
sarvamevÃgrataste«Ãæ  Bca_5.31c
sarvayatnena rak«ata  Bca_5.23d
sarvavik«epavarjitÃ÷  Bca_10.43d
sarvavik«epaÓamanÅ  Bca_8.38c
sarvaÓalyÃpahÃriïa÷  Bca_2.57b
sarvaÓi«ya÷ sadÃ bhavet  Bca_5.74d
sarvasattvagave«akÃ÷  Bca_4.13b
sarvasattvaprahar«aïÃ÷  Bca_2.20d
sarvasattvasukhÃvahÃn  Bca_3.3b
sarvasattvasukhecchayÃ  Bca_6.80b
sarvasattvahitÃdhÃnÃn  Bca_3.3c
sarvasattvÃ aÓe«ata÷  Bca_10.31b
sarvasattvÃ bhavantu te  Bca_10.33b
sarvasattvÃrthamuts­jya  Bca_8.137c
