Kalidasa: Raghuvamsa
Based on the ed. by A. Scharp‚: Kalidasa Lexicon, Vol. 1,
Brugge 1964
(Rijksuniversiteit te Gent, Werken uitgegeven door de 
Faculteit van de Letteren en Wijsbegeerte, 134)


Input by N.N.



PADA INDEX



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ğ             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ı             253   
visarga                 ş             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________




akarot pçthivãruhàn api  Ragh_8.70c
prapraccha ràmàü ramaõo 'bhilàùam  Ragh_14.27d
prabalàm àtmakçtena vedanàm  Ragh_8.50d
prabuddhapuõóarãkàkùaü  Ragh_10.9a
prabodhayaty arõava eva suptam  Ragh_6.56d
prabodhavinayàv iva  Ragh_10.72d
prabhavanty àyur apohituü yadi  Ragh_8.44b
prabhàtakalpà ÷a÷ineva ÷arvarã  Ragh_3.2d
prabhànulipta÷rãvatsaü  Ragh_10.10a
prabhàprarohàstamayaü rajàüsi  Ragh_6.33d
prabhàmaõóalam udyayau  Ragh_15.82d
prabhàmaõóala÷obhinà  Ragh_17.23d
prabhàvastambhitacchàyam  Ragh_12.21a
prabhàvi÷eùodayadurnirãkùyaş  Ragh_6.5b
prabhuş prayàõadhvanimi÷ratåryaş  Ragh_16.32b
prabhuş prahartuü kim utànyahiüsràş  Ragh_2.62d
prabhra÷yamànàbharaõasprasånà  Ragh_14.54b
prabhraü÷ayàü yo nahuùaü cakàra  Ragh_13.36b
prabhraü÷ino vàrivihàriõãnàm  Ragh_16.61b
pramathyamànàrõavadhãra  Ragh_3.59b
pramathyamàno giriõeva bhåyaş  Ragh_13.14d
pramadayà madayàpitalajjayà  Ragh_9.26*d
pramadayà madayàpitalajjayà  Ragh_9.27d
pramadàm anu saüsthitaş ÷ucà  Ragh_8.72a
pramanyavaş pràg api kosalendre  Ragh_7.34a
pramukhàviùkçtacàruvibhramàm  Ragh_8.80b
pramuditavarapakùam ekatas tat (?)  Ragh_6.86a
pramçjya puõyena puraskçtaş satàm  Ragh_3.41b
pramodançtyaiş saha vàrayoùitàm  Ragh_3.19b
pramlànabhãjàïkurakarõapåram  Ragh_7.27b
prayatante nçpasånavo hi yat  Ragh_8.2b
prayatà pràtar anvetu  Ragh_1.91c
prayatàş saüyaminàü prapedire  Ragh_8.11d
prayatau putrakàmyayà  Ragh_1.35b
prayatnamuktàsanayà gçhàgataş  Ragh_3.11b
prayayàv àtitheyeùu  Ragh_12.25a
prayayàş saüyamibhir manãùibhiş  Ragh_8.17*d
prayàsakùaõavighnitaş  Ragh_12.53d
prayuktapåjà vidhinàtithibhyaş  Ragh_14.82b
prayuktam atha dåùaõam  Ragh_12.46b
prayuktam apy astram ito vçthà syàt  Ragh_2.34b
prayuktasaüskàra ivàdhikaü babhau  Ragh_3.18d
prayogasaühàravibhaktamantram  Ragh_5.57b
prayogasaühàravibhaktamantram  Ragh_5.57*b
pralobhitàpy àkçtilobhanãyà  Ragh_6.58a
pravartate pa÷ya tathà vimànam  Ragh_13.19d
pravartayàm àsa kil' ànusåyà  Ragh_13.51c
pravartito dãpa iva pradãpàt  Ragh_5.37d
pravàlam àdàya sugandhi yasya  Ragh_13.49b
pravàlo÷obhà iva pàdapànàü  Ragh_6.12c
praviralà iva mugdhavadhåkathàş  Ragh_9.34b
pravive÷ottaràpatham  Ragh_4.66*d
pravi÷ya paurair abhinandyamànaş  Ragh_2.74b
pravi÷ya bhãmàsura÷oõitocitaş  Ragh_3.54b
pravçttamàtreõa payàüsi pàtum  Ragh_13.14a
pravçttàv upalabdhàyàü  Ragh_12.60a
pravçttir bhuvi ÷àrïgiõaş  Ragh_15.4d
pravçddha iva prajanyaş  Ragh_17.15c
pravçddhatàpo divaso 'timàtram  Ragh_16.45a
pravçddhàni vikurvate  Ragh_17.58b
pravçddhau hãyate candraş  Ragh_17.71a
praveõãm iva pripiye  Ragh_15.30d
prave÷ya cainaü puram agrayàyã  Ragh_5.62a
pra÷amasthitapårvapàrthivaü  Ragh_8.15a
pra÷astàyatanàrcitàş  Ragh_17.36b
prasaktasaügãtamçdaïgaghoùaş  Ragh_13.40b
prasannatvàt prabhàkaraş  Ragh_10.75b
prasannamukharàgaü taü  Ragh_17.31a
prasannànàm apàm iva  Ragh_10.66d
prasavaş pçthivãpateş  Ragh_10.85b
prasavaiş saptaparõànàü  Ragh_4.23a
prasasàdodayàd ambhaş  Ragh_4.21a
prasahaya ke÷avyaparopaõàd iva  Ragh_3.56d
prasahya siühaş kila tàü cakarùa  Ragh_2.27d
prasàdacihnàni puraşphalàni  Ragh_2.22d
prasàdam àtmãyam ivàtmadarùàş  Ragh_7.68d
prasàdam iva cetanà  Ragh_17.1d
prasàdayitum arhasi  Ragh_1.88d
prasàdarãkàtapatras taü  Ragh_4.18a
prasàdàbhimukhe tasmiü÷  Ragh_17.46a
prasàdhikàlambitam agrapàdam  Ragh_7.7a
prasitàv udayàpavargayor  Ragh_8.23c
prasãda ÷a÷van malayasthalãùu  Ragh_6.64d
prasåtaş ÷uddhimattaraş  Ragh_1.12b
prasåtisamaye satã  Ragh_10.67b
prasåtiü cakame tasmiüs  Ragh_10.54c
prastutapratipattaye  Ragh_15.75d
prasthànapraõatibhir aïgulãùu cakrur  Ragh_4.88c
prasthànabhinnàü na babandha nãvãm  Ragh_7.9b
prasthànaü lavaõàmbhasaş  Ragh_17.54d
prasthàpayàm àsa va÷ã vasiùñhaş  Ragh_2.70d
prasthàpayàm àsa sasainyam enam  Ragh_5.40c
prasthàpitaş pårvanivàsabhåmim  Ragh_16.27b
prasthitasya madhumàdhavàv iva  Ragh_11.6*d
prasthitaü tam anavasthitaü priyàş  Ragh_19.31b
prasthitàyàü pratiùñhethàş  Ragh_1.89a
prasnigdhakekair abhinandyamànam  Ragh_16.64b
praspandamànaparuùetaratàram anta÷  Ragh_5.68c
prasvàpanaü svapanivçttalaulyaş  Ragh_7.61d
praharùacihnànumitaü priyàyai  Ragh_2.68c
prahàramårchàpagame rathasthàn  Ragh_7.44a
prahãõapårvadhvaninàdhiråóhas  Ragh_2.42*c
praheùv anirbandharuùo hi santaş  Ragh_16.80d
prahlàdanaü jyotir ajany anena  Ragh_13.4d
pràk paràsur dvijàtmajaş  Ragh_15.56d
pràk saünikarùaü magadhe÷varasya  Ragh_6.20c
pràk såcitàntaşsalilaprave÷aş  Ragh_5.43b
pràk sçùñe[ş] kevalàtmane  Ragh_10.19*c
pràg ajãyata ghçõà tato mahã  Ragh_11.65d
pràg eva muktà nayanàbhiràmàş  Ragh_16.69c
pràgdvàravedivinive÷itapårõa kumbhàm  Ragh_5.63b
pràï nàkam adhitasthuùi  Ragh_15.96b
pràï matvà satyam asyàntaü  Ragh_12.75c
pràï manthàd anabhivyakta  Ragh_10.3c
pràï mahãü pratyapadyata  Ragh_12.7b
pràïmukha÷ ca visasarja sàyakam  Ragh_11.88b
pràcetasam upeyivàn  Ragh_15.70b
pràjàpatyopanãtaü tad (?)  Ragh_10.53a
pràjyaiş payobhiş parivardhitànàm  Ragh_13.62b
prà¤jalir munim àmantrya  Ragh_15.14c
prà¤jaliş praõayinãş prasàdayan  Ragh_19.21c
pràõàntahetum api taü bhiùajàm asàdhyaü  Ragh_8.93c
pràõàn mayà dhàrayituü ciraü vaş  Ragh_14.42d
pràõair upakro÷amalãmasair và  Ragh_2.53d
pràõair da÷arathaprãter  Ragh_12.54c
pràtar etya paribhoga÷obhinà  Ragh_19.21a
pràtar dvijebhyo nçpatiş ÷a÷aüsa  Ragh_16.24b
pràtar yathoktavratapàraõànte  Ragh_2.70a
pràtar yuktaratho yayau  Ragh_15.14d
pràtaş prayàõàbhimukhàya tasmai  Ragh_5.29a
pràtànugaş sapadi ÷àsanam asya ràjà  Ragh_9.82a
pràduràsa kila vàhinãmukhe  Ragh_11.63b
pràduràsa bahålakùapà chaviş  Ragh_11.15b
pràduràsãd vasuüdharà  Ragh_15.83d
pràdurbhavaü÷ càpadharaş purastàt  Ragh_6.39b
pràpa cainam anukålavàg dvijaş  Ragh_11.50b
pràpa tàlãvan÷yàmam  Ragh_4.34c
pràpad astram avadànatoùitàt  Ragh_11.21b
pràpa dhvajacchàyanivàritoùõam  Ragh_7.4d
pràpayya vàlmãkipadaü tyajainàm  Ragh_14.45d
pràpur dàtçtvam arthinaş  Ragh_17.72d
pràptàni duşkhàny api daõóakeùu  Ragh_14.25c
pràptà muhårtena vimànavegàt  Ragh_13.17c
pràptàsi vaidehi pitur niketam  Ragh_14.72d
pràpto 'si saübhàvayituü vanàn màm  Ragh_5.11d
pràpya cà÷u jansthànaü  Ragh_12.42a
pràpya dà÷arathir àttakàrmukaş  Ragh_11.13b
pràpya bhàgyam api tasya kàïkùyate  Ragh_19.24b
pràpyendranãlaü kim utonmayåkham  Ragh_16.69d
pràpyeva cåtaş pratipallavena  Ragh_7.21d
pràbodhayann uùasi vàgbhir udàravàcaş  Ragh_5.65d
pràya÷cittam ivàkarot  Ragh_12.19d
pràyaş pratàpabhagnatvàd  Ragh_17.70a
pràyuïkta ràjasv adhiràjasånuş  Ragh_7.61b
pràyopave÷anamatir nçpatir babhåva  Ragh_8.94d
pràyo viùàõaparimoùalaghåttamàïgàn  Ragh_9.62a
pràrabdham ànandajalair jananyoş  Ragh_14.7b
pràrambhasukhadar÷anam  Ragh_10.9d
pràrambhasåkùmàş prathimànam àpuş  Ragh_18.49d
pràrthanaü punar abravãt  Ragh_1.86d
pràrthanàsiddhi÷aüsinaş  Ragh_1.42b
pràrthayanta ÷ayanotthitaü priyàs  Ragh_19.29c
pràrthitaü hi sukçtàm akàlahçt  Ragh_11.49*d
pràlambam utkçùya yathàvaka÷aü  Ragh_6.14c
pràvãõyena visiùmiye  Ragh_15.68b
pràvçùi pramadabarhiõeùv abhåt  Ragh_19.37c
pràvçùeõyaü payovàhaü  Ragh_1.36c
pràsàdakàlàgurudhåmaràjis  Ragh_14.12a
pràsàdajàlair jalveõiramyàü  Ragh_6.43c
pràsàdam abhraüliham àruroha  Ragh_14.29d
pràsàdavàtàyanadç÷yabandhaiş  Ragh_14.13c
pràsàdavàtàyanadçùyavãciş  Ragh_6.56c
pràsàdavàtàyanasaü÷ritànàü  Ragh_6.24c
pràsthànikaü svastyayanaü prayuja  Ragh_2.70b
pràsthàpayad ràghavam anvagàc ca  Ragh_7.32d
pràhiõoc ca mahitaü mahàdyutiş  Ragh_11.49a
pràü÷um utpàñayàm àsa  Ragh_15.19c
pràü÷ulabhye phale lobhàd  Ragh_1.3c
priyatamàn akarot kalahàntare  Ragh_9.27*c
priyatamàbhir asau tiçbhir babhau  Ragh_9.23a
priyatamà yatamànam apàharà  Ragh_9.7d
priyanà÷aü hçdi ÷alyam arpitam  Ragh_8.88b
priya÷iùyà lalite kalàvidhau  Ragh_8.67b
priyasakhã laghuvàg iva yoùitàm  Ragh_9.27*b
priyasuhçdi vibhãùaõe saügamayya ÷riyaü vairiõaş  Ragh_12.104b
priyasvapno vçthà bhavàn  Ragh_12.81b
priyaükaro me priya ity anandat  Ragh_14.48b
priyaüvadaü màü priyadar÷anasya  Ragh_5.53d
priyaüvadaş pratyavadat sure÷varam  Ragh_3.64d
priyaüvadàt pràpam asau kumàraş  Ragh_7.61a
priyàitambocitasaünive÷air  Ragh_6.17c
priyà kekayavaü÷ajà  Ragh_10.56b
priyànuràgasya manaşsamunnater  Ragh_3.10a
priyà prapede prakçtipriyaüvadà  Ragh_3.2Ad
priyàliïgananirvçtim  Ragh_12.65d
priyàsakhãr uttarakosale÷varaş  Ragh_3.5d
priyopabhogacihneùu  Ragh_12.22c
prãtà kàmadughà hi sà  Ragh_1.81d
prãtàsmi te putra varaü vçõãùva  Ragh_2.63b
prãtàsmi te saumyaciràya jãva  Ragh_14.59b
prãtimàn saparigrahaş  Ragh_1.92b
prãtim àpur ubhayos tapasvinaş  Ragh_11.12d
prãtirodham asahiùña sà purã  Ragh_11.52c
prãtyà tam evàrtham abhàùateva  Ragh_2.51d
prãtyà dvandvaü babhåvatuş  Ragh_10.82d
prãtyà pratinanandatuş  Ragh_1.57d
prãtyà÷vamedhàvabhçthàrdramårteş  Ragh_6.61c
prekùya cåtakusumaü sapallavam  Ragh_19.43b
prekùya darpaõatalstham àtmano  Ragh_19.30a
prekùya ÷àntim adhikçtya kçtyavit  Ragh_11.62b
prekùya sthitàü sahacarãü vyavadhàya deham  Ragh_9.57b
preïkhayan parijanàpaviddhayà  Ragh_19.44b
pretacãvaravasà svanograyà  Ragh_11.16b
premagarvitavipakùamatsaràd  Ragh_19.20a
premadattavadanàniaş manaş  Ragh_19.15c
praikùanta pauràş pitçgauraveõa  Ragh_18.39d
provàca kosalapatiş prathamàparàddhaş  Ragh_9.79d
provàca pårvàrdhaviùçñatalpaş  Ragh_16.6d
prauóhapriyànayanavibhramaceùñitàni  Ragh_9.58d
prauóhãbhaviùyantam udãkùamàõà  Ragh_18.47b
plakùapraroha iva saudhatalaü bibheda  Ragh_8.93b
plakùàn prarohajañilàn iva mantrivçddhàn  Ragh_13.71b
plavagair lavaõàmbhasi  Ragh_12.70b
phalam asyopahàsasya  Ragh_12.37a
phalavatpågamàlinà  Ragh_4.44b
phalaü badhnanti nãtayaş  Ragh_12.69d
phalànumeyàş pràrambhàş  Ragh_1.20c
phalàny upàyuïkta sa daõóanãteş  Ragh_18.46d
phalità iva sàlayaş  Ragh_15.78d
phalena sahakàrasya  Ragh_4.9c
phalaiş saüvardhayàm àsur  Ragh_4.37c
phullàsanàgraviñapàn iva vàyurugõàn  Ragh_9.63b
phuùpodgama iva prajàş  Ragh_4.9d
bakulapuùpam asevyata ùañpadaiş  Ragh_9.30*c
bakulam àkulam àyatapaïktibhiş  Ragh_9.33d
bakulair ardhacitàü samaü mayà  Ragh_8.64b
bagnàyudhau bàhuvimardaniùñhau  Ragh_7.52d
baddhadviradasetubhiş  Ragh_4.38b
baddhapallavapuñà¤jalidrumaü  Ragh_11.23c
baddhaprati÷runti guhàmukhàni  Ragh_16.31d
baddhabhãmapairveùamaõóalaş  Ragh_11.59b
baddhuü na saübhàvita eva tàvat  Ragh_7.6c
badhnàti me bandhuragàtri cakùur  Ragh_13.47c
badhyatàm abhayayàcanà¤jaliş  Ragh_11.78d
bandãkçñànàm iva paddhatã dve  Ragh_6.55d
bandhacchedaü sa baddhànàü  Ragh_17.19a
bandhujãvapçthubhiş pradåùitàm  Ragh_11.25b
babandha sà nottamasaukumàryà  Ragh_6.36c
babàdhe na ca tena tau  Ragh_17.57b
babàdhe vàyaso balàt  Ragh_12.22*d
babhuş pibantaş paramàrthamatsyàş  Ragh_7.40c
babhåva kçtasaüskàrà  Ragh_10.37c
babhåvatur dvau savi÷eùakàntau  Ragh_16.53b
babhåva tenàtitaràü suduşsahaş  Ragh_3.37c
babhåva bhàveùu dilãpanandanaş  Ragh_3.41d
babhåva yat prema parasparà÷rayam  Ragh_3.24b
babhåva yuddhaü tumuulaü jayaiùiõor  Ragh_3.57c
babhåva yogã kila kàrtavãryaş  Ragh_6.38d
babhåva raghuceùñitam  Ragh_4.68d
babhåva ràmaş sahasà sabàùpas  Ragh_14.84a
babhåva vajràkarabhuùaõàyàş  Ragh_18.21c
babhåva vasatir yataş  Ragh_15.11b
babhåva viniyogaj¤aş  Ragh_17.67c
babhåva sarvaü ÷ubha÷aüsi tatkùaõaü  Ragh_3.14c
babhåva saha mantribhiş  Ragh_17.50b
babhåvur àlekhyasamarpità iva  Ragh_3.15d
babhåvur itthaü purasundarãõàü  Ragh_7.5c
babhåvur udyànavihàrakalpàş  Ragh_5.41d
babhau ca sà tena satàü matena  Ragh_2.16c
babhau tam anugacchantã  Ragh_12.26a
babhau pauravibhåtibhiş  Ragh_15.29b
babhau balaughaş ÷a÷inoditena  Ragh_16.27c
babhau bhåyaş kumàratvàd  Ragh_17.30a
babhau sa da÷anajyotsnà  Ragh_10.38a
babhau sa bhindan bçhatas taraïgàn  Ragh_5.45c
babhau harajañàbhraùñàü  Ragh_4.32c
balam àrtabhayopa÷àntaye  Ragh_8.31a
balàtkàrakacagrahaiş  Ragh_10.48d
balàny amçdnàn nalinàbhavaktraş  Ragh_18.5d
balikriyàvarjitasaikatàni  Ragh_16.21a
balipradiùñaü ÷riyam àdadànaü  Ragh_7.35c
bale mahati rakùasàm  Ragh_12.49b
balair adhuùitàs tasya  Ragh_4.46a
bahudhàpy àgamair bhinnàş  Ragh_10.27a
bahvyamukhyàş samàrambhàş  Ragh_17.53a
bàóham eùu divaseùu  Ragh_19.52a
bàõabhinnahçdayà nipetuùã  Ragh_11.19a
bàõam à÷rayamukhàt samuddharan  Ragh_11.26b
bàõaü kçpàmçdhumanàş pratisaüjahàra  Ragh_9.57d
bàõàkùarair eva parasparasya  Ragh_7.38c
bàlatvàd avitathasånçtena sånoş  Ragh_8.92b
bàlasånur avalokya bhàrgavaü  Ragh_11.67c
bàlàtapanibhàü÷ukam  Ragh_10.9b
bàlàtapam ivàbjànàm  Ragh_4.61c
bàlàm abàlendumukhãü babhàùe  Ragh_6.53d
bàlàruõo 'bhåd rudhirapravàhaş  Ragh_7.42d
bàlàrkapratimevàpsu  Ragh_12.100a
bàlyàt paràm iva da÷àü madano 'dhyuvàsa  Ragh_5.63d
bàùpàyamàõo balimanniketam  Ragh_14.15c
bàhupratiùñambhavivçddhamanyur  Ragh_2.32a
bàhubhir viñapàkàrair  Ragh_10.11a
bipakùabhàve ciram asya tasthuùaş  Ragh_3.62b
bibharti ya÷ càpabhçtàü purogaş  Ragh_6.55b
bibharùi càkàram anirvçtànàü  Ragh_16.7c
bibhide na kadàcana  Ragh_10.83b
bibhratã ÷vetaromàïkaü  Ragh_1.83c
bibhratã sàsitetaràm  Ragh_1.82*b
bibhrato 'stram acale 'py akuõñhitaü  Ragh_11.74a
bibhratyà kaustubhaü nyàsaü  Ragh_10.63a
bibhràõaü bçhatorasà  Ragh_10.10d
bilamagnàv ivoragau  Ragh_12.5d
bãjaprarohajananãü jvalanaş karoti  Ragh_9.80d
bãjaü ca bàleyam akçùñarohi  Ragh_14.77b
buddhim àdi÷ya coditaş  Ragh_12.68d
buddher ivàvyaktam udàharanti  Ragh_13.60d
bubudhe càdipåruùaş  Ragh_10.6b
bubudhe vikçteti tàm  Ragh_12.39d
bubhåje pçthivãpàlaş  Ragh_15.1c
bçhatsu danteùv asibhiş patadbhiş  Ragh_7.48b
brahma rùibhiş paraü brahma  Ragh_10.64c
brahmiùñham àdhàya nije 'dhikàre  Ragh_18.28c
brahmiùñham eva svatanuprasåtam  Ragh_18.28d
bràhmam astraü priyà÷oka  Ragh_12.97c
bràhmaü saraş kàraõam àptavàco  Ragh_13.60c
bràhme muhårte kila tasya devã  Ragh_5.36a
bhaktir bhuva÷ candanakalpiteva  Ragh_13.55d
bhaktiş pratãkùyeùu kulocità te  Ragh_5.14a
bhaktyà gurau mayy anukampàya ca  Ragh_2.63a
bhaktyopapanneùu hi tavidhànàü  Ragh_2.22c
bhagavan paravàn ayaü janaş  Ragh_8.81a
bhagnàkùaparyastarathaü kùaõena  Ragh_5.49b
bhagnai÷ ca bahudhà nçpaiş  Ragh_4.33b
bhaïgaü jayaü càpatur avyavastham  Ragh_7.54b
bhaïgyo bhruvàü dvandvacaràşstanànàm  Ragh_16.63b
bhajate kaiva kathà ÷arãriùu  Ragh_8.43d
bhajyamànam atimàtrakarùaõàt  Ragh_11.46a
bhadrapãñhopave÷itam  Ragh_17.10d
bhayam apralayodvelàd  Ragh_10.35c
bhayaruùo÷ ca tadiïgitabodhanam  Ragh_9.49b
bhayàd giriguhà÷ayaş  Ragh_17.52d
bhayotsçùñavibhåùàõàü  Ragh_4.54a
bharatas tatra gandharvàn  Ragh_15.88a
bharatàgamanaü punaş  Ragh_12.24b
bharatàya dhçtaprajaş  Ragh_15.87d
bharato nàma ÷ãlavàn  Ragh_10.71b
bhartari prahitekùaõàm  Ragh_15.84b
bhartaü stambhità÷rubhiş  Ragh_12.12d
bhartàpi tàvat krathakaiùikànàm  Ragh_7.32a
bhartuş saügràmayàyinaş  Ragh_17.8d
bhartçlokaprapannànàü  Ragh_15.91c
bhartç÷u vyaktavikramam  Ragh_4.68b
bhartrà tatsaü÷rutau varau  Ragh_12.5b
bhartre divo nàpy alake÷varàya  Ragh_16.42d
bhallàpavarjitais teùàü  Ragh_4.63a
bhavatà nànumçtàpi labhyate  Ragh_8.85b
bhavati viralabhaktir mlànapuùpopahàraş  Ragh_5.74a
bhavadgurur laïghayituü mamodyataş  Ragh_3.48d
bhavane càsya petuùã  Ragh_10.78b
bhavantam ãóaü bhavataş piteva  Ragh_5.34d
bhavàn apãdaü paravàn avaiti  Ragh_2.56a
bhavitàsi tataş kçtã  Ragh_15.47d
bhaved alupta÷ ca muneş kriyàrthaş  Ragh_2.55d
bhavo hi lokàbhyudayàya tàdç÷àm  Ragh_3.14d
bhasmasàt kçtavataş pitçdviùaş  Ragh_11.86a
bhasmàïgaràgà tanur ã÷varasya  Ragh_13.57b
bhasmàva÷eùãkçtavigrahàõàm  Ragh_16.34b
bhàgadheyocitair mçgaiş  Ragh_1.50d
bhàgãrathãtãratapovanàni  Ragh_14.28d
bhàrgavasya sukçto 'pi so 'bhavat  Ragh_11.88c
bhàrgavàya dçóhamanyave punaş  Ragh_11.46c
bhàrgave smitavikampitàdharaş  Ragh_11.79b
bhàrgavo 'tha nijam à÷ramaü yayau  Ragh_11.91*d
bhàvàvabodhakaluùà dayiteva ràtrau  Ragh_5.64c
bhàvitàtmà bhuvo bhartur  Ragh_1.74c
bhàskara÷ ca di÷am adhyuvàsa yàü  Ragh_11.61a
bhàskarasya madhumàdhavàv iva  Ragh_11.7d
bhàsvàn iva raghur di÷am  Ragh_4.66b
bhittvà niràkràmad aràlake÷yàş  Ragh_6.81d
bhittvà hçdayam à÷ugaş  Ragh_12.91b
bhinnapallavapuño vanànilaş  Ragh_9.68d
bhinnapravàhà yamunàtaraïgaiş  Ragh_13.57d
bhinnàdrigairikatañà iva dantakoùàş  Ragh_5.72d
bhinnàn dvidhà pa÷ya samudraphenàn  Ragh_13.11b
bhinno 'ùñhadà viprasasàra vaü÷aş  Ragh_16.3d
bhiùagbhir àptair atha garbhabharmaõi  Ragh_3.12b
bhãgtenevopapàditaş  Ragh_15.18d
bhãtàü priyàm etya vaco babhàùe  Ragh_7.66d
bhãto durvàsasaş ÷àpàd  Ragh_15.94c
bhãmakàntair nçpaguõaiş  Ragh_1.16a
bhãmaş plavagarakùasàm  Ragh_12.72b
bhãùaõàü tàm ayojayat  Ragh_12.40d
bhuktà yady api ràjabhiş  Ragh_4.7b
bhujamårdhorubàhulyàd  Ragh_12.88a
bhujalatàü jaóatàm abalàjanaş  Ragh_9.46d
bhujavijitavimànaratnàdhiråóhaş pratasthe purãm  Ragh_12.104d
bhujasamàhçtadigvasunà kçtàş  Ragh_9.16b
bhujaüganà÷àya samàdade 'stram  Ragh_16.77d
bhujaügapihitadvàraü  Ragh_1.80c
bhujaügamànàü vasatiü praviùñam  Ragh_6.77b
bhujàrjitànàü ca digantasaüpadàm  Ragh_3.10b
bhujena rakùàparigheõa bhåmer  Ragh_16.84c
bhuje bhuaügendrasamànasàre  Ragh_2.74c
bhuje ÷acãpattravi÷eùakàïkite  Ragh_3.55c
bhuvam aü÷àv iva dharmayor gatau  Ragh_8.16d
bhuvas talam iva vyoma  Ragh_4.29c
bhuvaü koùõena kuõ÷odhnã  Ragh_1.84a
bhuvaş prayuktodvahanakriyàyàş  Ragh_13.8b
bhuvi dharmas tripàd iva  Ragh_15.96d
bhåtànàü mahatàm ùaùñham  Ragh_17.78c
bhåtànukampà tava ced iyaü gaur  Ragh_2.48a
bhåtàrthavyàhçtiş sà hi  Ragh_10.34c
bhåtiş smaràrer iva kaõñhabhàsà  Ragh_13.57Ad
bhåtvà ÷araõyà ÷araõàrtham anyàü  Ragh_14.64c
bhåpatã varuõavàsavopamau  Ragh_11.53b
bhåpater api tayoş pravatsyator  Ragh_11.4c
bhåyas tato raghupatir vilasatpatàkam  Ragh_13.76a
bhåyas tapovyayo mà bhåd  Ragh_15.37a
bhåyaş sa bhåte÷varapàr÷vavartã  Ragh_2.46c
bhåyaş sa bhåmer dhuram àsasa¤ja  Ragh_2.74d
bhåyiùñham àsãd upameyakàntir  Ragh_6.4c
bhåyiùñhasaübhàvyaphaleùv amãùu  Ragh_13.46b
bhårjeùu marmarãbhåtàş  Ragh_4.73a
bhçgvàdãn anugçhõantaü  Ragh_10.14c
bhçtyabhàvi duhituş parigrahàd  Ragh_11.49c
bhçtyàn vij¤àpanàphalaiş  Ragh_17.40d
bhejire navadivàkaràtapa  Ragh_19.8c
bheje dharmam anàturaş  Ragh_1.21b
bheje nãràjanàvidhãn  Ragh_17.12d
bheje paitçkam àsanam  Ragh_17.28b
bheje bhinnakañair nàgair  Ragh_4.83c
bheje 'bhisàrikàvçttiü  Ragh_17.69c
bheje bhujocchinnaripur niùaõõàm  Ragh_2.23d
bheje rathàn da÷arathaprabhavànu÷iùñaş  Ragh_13.75b
bheje sàmràjyadãkùitam  Ragh_4.5d
bhetsyaty ajaş kumbham ayomukhena  Ragh_5.55b
bhoktàram årjasvalam àtmadeham  Ragh_2.50b
bhoktum eva bhujanirjitadviùà  Ragh_19.3c
bhogaveùñita iva cyuto maõiş  Ragh_11.59d
bhogibhogàdanàsãnaü  Ragh_10.7a
bhogiveùñanamàrgeùu  Ragh_4.48a
bhogãva mantrauùadhiruddhavãryaş  Ragh_2.32d
bhogeùu saubhàgyavi÷eùabhogyam  Ragh_18.19b
bhojena dåto raghave visçùñaş  Ragh_5.39d
bhojopanãtaü ca dukålayugmaü  Ragh_7.18c
bhojyàü prati vyarthamanorathatvàd  Ragh_7.2c
bhaumo muneş sthànaparigraho 'yam  Ragh_13.36d
bhramarasaükramitekùaõavçttayaş  Ragh_9.52b
bhramarã vàraõasyeva  Ragh_10.58c
bhramaraiş kusumànusàribhiş  Ragh_8.35a
bhraùñaü mayà nåpuram ekam urvyàm  Ragh_13.23b
bhràjiùõunà sàti÷ayaü virejuş  Ragh_16.69b
bhràtaràv abhçthàpluto muniş  Ragh_11.31b
bhràtuş sodaryam àtmànam  Ragh_15.26c
bhràtrà naivàvi÷at purãm  Ragh_12.18b
bhràtrà yad itthaü paravàn asi tvam  Ragh_14.59d
bhråbheda màtreõa padàn maghonaş  Ragh_13.36a
bhråvibhaïgakuñilaü ca vãkùitam  Ragh_19.17b
makhàü÷abhàjàü prathamo manãùibhis  Ragh_3.44a
