Yajnavalkyasmrti

PADA INDEX

Input by Muneo Tokunaga, checked by Yasuke Ikari
Based on the edition: Yajnavalkyasmrti of Yogisvara Yajnavalkya 
With the commentary Mitaksara of Vij¤anesvara, Notes, Variant readings, etc. 
Ed. by Narayan Ram Acharya Nirnayasagara Press, Bombay, 1949.



akÃmata÷ kÃmacÃre  Yj_2.162c
yo yena saævasaty e«Ãæ  Yj_3.210a
yo«idgrÃhas tathaiva ca  Yj_2.51b
yo 'æÓam a«Âamakaæ haret  Yj_2.244b
raktasyÃ«Âau prakÅrtitÃ÷  Yj_3.105d
raktasragvasanÃ÷ sÅmÃæ  Yj_2.152c
rak«itÃd daÓamÃæÓabhÃk  Yj_2.260d
rak«et kanyÃæ pitÃ vinnÃæ  Yj_1.85a
rak«et satyaæ samÃhita÷  Yj_1.352d
rak«yamÃïo 'py asÃratÃm  Yj_2.60b
raÇgÃvatÃripÃkhaï¬i-  Yj_2.70c
rajakavyÃdhayo«itÃm  Yj_2.48b
rajate dvipalaæ Óate  Yj_2.178b
rajanÅæ brÃhmaïai÷ saha  Yj_1.249d
rajasÃ tamasÃ caivaæ  Yj_3.140a
rajastamobhyÃm Ãvi«ÂaÓ  Yj_3.182c
rajasvalÃmukhÃsvÃda÷  Yj_3.229c
rathakÃra÷ prajÃyate  Yj_1.95b
rathasya na gatir bhavet  Yj_1.351b
rathyÃkardamatoyÃni  Yj_1.197a
ramyaæ paÓavyam ÃjÅvyaæ  Yj_1.321a
raÓmayo 'sya m­duprabhÃ÷  Yj_3.169b
raÓmir agnÅ rajaÓchÃyÃ  Yj_1.193a
rasaÓ cÃ«Âaguïas tathÃ  Yj_2.57d
rasasya nava vij¤eyÃ  Yj_3.105a
rasasyÃ«ÂaguïÃ parÃ  Yj_2.39b
rasÃt tu rasanaæ Óaityaæ  Yj_3.77c
raso gandhaÓ ca tadguïÃ÷  Yj_3.180b
rahasyaæ vratam Ãcaret  Yj_3.300d
rahitaæ hy apasavyavat  Yj_1.251d
rahite bhik«ukair grÃme  Yj_3.59c
rÃk«aso yuddhaharaïÃt  Yj_1.61c
rÃgadve«au prahÃya ca  Yj_3.61b
rÃgÃl lobhÃd bhayÃd vÃpi  Yj_2.4a
rÃjatÃd ayasa÷ sÅsÃt  Yj_1.297c
rÃjadaivikataskarai÷  Yj_2.66b
rÃjadaivopaghÃtena  Yj_2.256a
rÃjani sthÃpyate yo 'rgha÷  Yj_2.251a
rÃjapatnyabhigÃmÅ ca  Yj_2.282c
rÃjayÃnÃsanÃro¬hur  Yj_2.303c
rÃjasar«apa ucyate  Yj_1.362d
rÃjÃ k­tvÃ pure sthÃnaæ  Yj_2.185a
rÃjÃntevÃsiyÃjyebhya÷  Yj_1.130a
rÃjÃ labdhvÃ nidhiæ dadyÃd  Yj_2.34a
rÃjÃ «a«ÂhÃæÓam Ãharet  Yj_2.35b
rÃjÃ sÅæna÷ pravartitÃ  Yj_2.153d
rÃjÃ suk­tam Ãdatte  Yj_1.325c
rÃj¤a÷ kulaæ Óriyaæ prÃïÃæÓ  Yj_1.341c
rÃj¤Ã jÃnapadÃya tu  Yj_2.36b
rÃj¤Ãdhamarïiko dÃpya÷  Yj_2.42a
rÃj¤ÃnyÃyena yo daï¬o  Yj_2.307a
rÃj¤Ã madhyamasÃhasam  Yj_2.153b
rÃj¤Ãm ekÃdaÓe saike  Yj_1.14c
rÃj¤Ã sacihnaæ nirvÃsyÃ÷  Yj_2.202c
rÃj¤Ã sabhÃsada÷ kÃryÃ  Yj_2.2c
rÃj¤Ã sarvaæ pradÃpya÷ syÃt  Yj_2.76c
rÃj¤Ãæ chÃyÃæ parastriyÃ÷  Yj_1.152b
rÃj¤e tenÃvibhÃvite  Yj_2.171d
rÃj¤e bhÃgaæ yathÃk­tam  Yj_2.200b
rÃj¤e musalam arpayet  Yj_3.257b
rÃj¤o 'ni«ÂapravaktÃraæ  Yj_2.302a
rÃjyaæ saptÃÇgam ucyate  Yj_1.353d
rÃtriæ nÅtvÃpsu sÆryad­k  Yj_3.311b
rÃtrau ced dak«iïÃmukha÷  Yj_1.16d
rikthagrÃha ­ïaæ dÃpyo  Yj_2.51a
ripau mitre ca ye samÃ÷  Yj_2.2d
rucyÃ vÃnyatara÷ kuryÃd  Yj_2.96a
rudrajÃpÅ jale sthita÷  Yj_3.303d
rudrasyÃnucaro bhÆtvÃ  Yj_3.116c
rudreïa brahmaïÃ tathÃ  Yj_1.271d
rudraikÃdaÓinÅ tathÃ  Yj_3.308d
rÆpaæ dehi yaÓo dehi  Yj_1.291a
rÆpaæ vÃ hemakÃraka÷  Yj_3.147b
rÆpÃïyapi tathaiveha  Yj_3.132c
rÆpÃlokasya na k«ama÷  Yj_3.141b
rekhÃæ k­tvÃvatÃrita÷  Yj_2.100d
retasas tÃvad eva tu  Yj_3.107b
retÃæsy apsu na nik«ipet  Yj_1.137b
reto viïmÆtram eva ca  Yj_3.255b
rogado«asamanvitÃt  Yj_1.54d
rogÅ hÅnÃtiriktÃÇga÷  Yj_1.222a
romïÃæ koÂyas tu pa¤cÃÓac  Yj_3.103a
raupye«u ca viÓe«ata÷  Yj_1.237d
rauravaæ ku¬malaæ pÆti-  Yj_3.222c
lak«aïÃni nibodhata  Yj_1.272b
lak«aïyaæ janayet pumÃn  Yj_1.80d
lak«aïyÃæ striyam udvahet  Yj_1.52b
lak«ayitvÃ tato nyaset  Yj_2.103b
labdhaæ cÃsmai nivedayet  Yj_1.27b
labdhaæ yatnena pÃlayet  Yj_1.317b
lalÃÂaæ svidyate cÃsya  Yj_2.13c
lalÃÂe karïayor ak«ïor  Yj_1.283c
laÓunaæ g­¤janaæ caiva  Yj_1.176c
lÃk«ÃlavaïamÃæsÃni  Yj_3.40a
lÃbhaæ kuryÃc ca yo 'nyathÃ  Yj_2.195b
lÃbhÃrthaæ karma kurvatÃm  Yj_2.259b
lÃbhÃlÃbhau yathÃdravyaæ  Yj_2.259c
likhitaæ hy amukeneti  Yj_2.88c
likhitÃ dak«agautamau  Yj_1.5b
likhed yo rÃjaÓÃsanam  Yj_2.295b
likheyur iti te samÃ÷  Yj_2.87d
liÇgasya chedane m­tyau  Yj_2.226a
liÇgaæ chittvÃ vadhas  Yj_3.233c
liÇgÃni paramÃtmana÷  Yj_3.176b
liÇgendriyagrÃhyarÆpa÷  Yj_3.183c
lu¤cane«u païÃn daÓa  Yj_2.217b
lubdhasyocchÃstravartina÷  Yj_1.140d
lubdhenÃk­tabuddhinÃ  Yj_1.355b
lekhako 'nte tato likhet  Yj_2.88d
lekhyam anyat tu kÃrayet  Yj_2.91d
lekhyasya p­«Âhe 'bhilikhed  Yj_2.93a
lekhyaæ tu sÃk«imat kÃryaæ  Yj_2.84c
lokaÓ caiva prasÅdati  Yj_3.220d
lokÃnantyaæ diva÷ prÃpti÷  Yj_1.78a
loptreïÃtha padena vÃ  Yj_2.266b
lomaprabh­ti vai tanum  Yj_3.247b
lomabhya÷ svÃhety atha vÃ  Yj_3.302a
lomabhya÷ svÃhety evaæ hi  Yj_3.247a
lohitÃn vraÓcanÃæs tathÃ  Yj_1.171b
lauhÃmi«aæ mahÃÓÃkaæ  Yj_1.260c
vaÇk«aïau v­«aïau v­kkau  Yj_3.97a
vacanÃd iha jÃyate  Yj_3.226d
vaïig g­hïÅta pa¤cakam  Yj_2.252b
vaïiglÃbhaæ na cÃpnoti  Yj_1.276c
vaïijÃæ lÃbhak­t sm­ta÷  Yj_2.251d
vatsaratritayaæ caret  Yj_3.266d
vatsaraæ so 'pi tatsama÷  Yj_3.261b
vatsarÃn romasammitÃn  Yj_1.205b
vatsa÷ prasnavane Óuci÷  Yj_1.193d
vanÃd g­hÃd vÃ k­tve«Âiæ  Yj_3.56a
vandanaæ bhart­tatparÃ  Yj_1.83d
vandhyÃrthaghny apriyaævadÃ  Yj_1.73b
vapÃ vasÃvahananaæ  Yj_3.94a
vaya÷ karma ca vittaæ ca  Yj_1.368c
vayobuddhyarthavÃgve«a-  Yj_1.123a
varuïety abhiÓÃpya kam  Yj_2.108b
varjayitvÃ caturdaÓÅm  Yj_1.264b
varjayec cÃtibhojanam  Yj_1.112d
varïakramÃc chataæ dvitri-  Yj_2.37c
varïajÃtyuttarÃdharai÷  Yj_2.206d
varïayaty Ãtmanas tanum  Yj_3.162b
varïaÓo brÃhmaïÃtmajÃ÷  Yj_2.125b
varïÃnÃm Ãnulomyena  Yj_2.183c
varïÃnÃm Ãnulomyena  Yj_2.207c
varïÃÓrametarÃïÃæ no  Yj_1.1c
varïÃs tv ÃdyÃs trayo dvijÃ÷  Yj_1.10b
varïinÃæ hi vadho yatra  Yj_2.83a
vartmago«ÂhÃmbubhasmasu  Yj_1.134b
vartyÃdhÃrasnehayogÃd  Yj_3.165a
vardhate na tata÷ param  Yj_2.44d
var«aty aprÃv­to gacchet  Yj_1.136c
var«ÃmbupravahÃdi«u  Yj_2.154d
var«Ãsu sthaï¬ileÓaya÷  Yj_3.52b
valmÅkÃt saægamÃd hradÃt  Yj_1.279b
vasÃ trayo dvau tu medo  Yj_3.106c
vasÃnastrÅn païÃn daï¬yo  Yj_2.238a
vasurudrÃditisutÃ÷  Yj_1.269a
vasÆni vividhÃni ca  Yj_1.315b
vaset sa narake ghore  Yj_1.180a
vased ÃcÃryasaænidhau  Yj_1.49b
vastradhÃnyahiraïyÃnÃæ  Yj_2.39c
vastrayugmaæ guror api  Yj_1.292d
vastraæ caturguïaæ proktaæ  Yj_2.57c
vaheyu÷ Óucaya÷ sadÃ  Yj_2.99d
vÃkovÃkyaæ purÃïaæ ca  Yj_1.45a
vÃkcak«u÷ pÆjayati no  Yj_2.14c
vÃkpÃïipÃdacÃpalyaæ  Yj_1.112c
vÃkÓastam ambunirïiktam  Yj_1.191c
vÃgyato gurvanuj¤ayÃ  Yj_1.31b
vÃcaæ vÃ ko vijÃnÃti  Yj_3.150a
vÃcyatÃm ity anuj¤Ãta÷  Yj_1.244c
vÃje vÃja iti prÅta÷  Yj_1.247c
vÃïijyapaÓusasyata÷  Yj_2.194b
vÃïijyaprabh­tÅn api  Yj_1.266b
vÃnaprasthag­he«v eva  Yj_3.54c
vÃnaprasthayatibrahma-  Yj_2.137a
vÃnaprastho brahmacÃrÅ  Yj_3.45c
vÃyavÅyair vigaïyante  Yj_3.104a
vÃyavyaæ paÓum eva vÃ  Yj_3.286d
vÃyasebhyaÓ ca nik«ipet  Yj_1.103d
vÃyubhak«a÷ prÃgudÅcÅæ  Yj_3.55c
vÃyubhak«o divÃ ti«Âhan  Yj_3.311a
vÃyuæ jyotir jalaæ mahÅm  Yj_3.70b
vÃyuæ v­«Âiæ jalaæ mahÅm  Yj_3.196b
vÃyoÓ ca sparÓanaæ ce«ÂÃæ  Yj_3.76c
vÃriïÃ Óuddhir i«yate  Yj_1.183b
vÃrdhake mÃnam arhati  Yj_1.116d
vÃrdhu«yaæ lavaïakriyÃ  Yj_3.235d
vÃlavÃsÃ jaÂÅ vÃpi  Yj_3.254a
vÃsanastham anÃkhyÃya  Yj_2.65a
vÃsayed vyabhicÃriïÅm  Yj_1.70d
vÃsÃæsi kusumÃni ca  Yj_1.298d
vÃso g­hÃntake deyam  Yj_3.296c
vÃsovidalacarmaïÃm  Yj_1.182d
vÃso viparidhÃya ca  Yj_1.196d
vikarïakaranÃsau«ÂhÅæ  Yj_2.279c
vikÃre cÃviÓe«avÃn  Yj_3.154b
vikÅrya ca samantata÷  Yj_1.234b
vikraya÷ paridevanam  Yj_3.234d
vikrayÃvakrayÃdhÃnay  Yj_2.238c
vikrayÅ parivindaka÷  Yj_1.223d
vikriyÃpi ca d­«Âaivam  Yj_3.165c
vikrÅïatÃæ vÃ vihito  Yj_2.250c
vikrÅïÅta kadÃcana  Yj_3.39b
vikrÅïÅta sasÃk«ikam  Yj_2.63d
vikrÅïÅte damas tatra  Yj_2.257c
vikrÅtam api vikreyaæ  Yj_2.255a
vikrÅtaÓ cÃpi mucyate  Yj_2.182b
vikrÅtaæ rÃjagÃmi tat  Yj_2.261d
vikru«Âe dviguïaæ tathÃ  Yj_2.300d
vikru«Âe 'nabhidhÃvaka÷  Yj_2.234b
vikretur darÓanÃc chuddhi÷  Yj_2.170a
vikreyÃ«Âaguïo dama÷  Yj_2.246d
vikhyÃtado«a÷ kurvÅta  Yj_3.300a
vi¬jÃni kavakÃni ca  Yj_1.171d
vi¬jÃs tu dvyekabhÃgina÷  Yj_2.125d
vitathÃbhiniveÓavÃn  Yj_3.155b
vitathÃbhiniveÓÅ ca  Yj_3.134c
vittÃtmÃnaæ vedyamÃnaæ  Yj_3.173c
vittair mÃnyÃ yathÃkramam  Yj_1.116b
vidaÓya nimbapatrÃïi  Yj_3.12c
vidu«Ãæ var«maïo jalam  Yj_3.33b
vidyate nÃntarÃtmana÷  Yj_3.125b
vidyayÃ labdham eva ca  Yj_2.119d
vidyÃkarmavayobandhu-  Yj_1.116a
vidyÃtapobhyÃæ hÅnena  Yj_1.202a
vidyÃdibhir ahaæk­ta÷  Yj_3.151b
vidyÃrthÅ prÃpnuyÃd vidyÃæ  Yj_3.330a
vidyÃæ cÃdhyÃtmikÅæ japet  Yj_1.101d
vidyutstanitasaæplave  Yj_1.149b
vidyopani«adas tathÃ  Yj_3.189b
vidvadbhir brÃhmaïai÷ saha  Yj_2.1b
vidvÃn aÓe«am ÃdadyÃt  Yj_2.34c
vidhivad bhÆridak«iïÃn  Yj_1.314d
vidhiæ bhak«aïavarjane  Yj_1.178d
vidhi÷ strÅïÃæ prakÅrtita÷  Yj_3.296b
vina«ÂadravyavikrayÃ÷  Yj_2.268d
vinÃ daivaæ na sidhyati  Yj_1.351d
vinÃ dhÃraïakÃd vÃpi  Yj_2.63c
vinÃpi ÓÅr«akÃt kuryÃn  Yj_2.96c
vinÃpi sÃk«ibhir lekhyaæ  Yj_2.89a
vinÃ pÆrvakramÃgatÃt  Yj_2.27b
vinÃyakasya jananÅm  Yj_1.290a
vinÃyaka÷ karmavighna-  Yj_1.271a
vinÃÓe vÃcike dama÷  Yj_2.208b
vinÅtas tv atha vÃrtÃyÃæ  Yj_1.311c
vinÅta÷ sattvasaæpanna÷  Yj_1.309c
vinÅya sthÃpayet pathi  Yj_1.361d
vinnÃsv e«a vidhi÷ sm­ta÷  Yj_1.92d
viparÅtamati÷ sadÃ  Yj_3.153d
viparÅtam ato 'nyathÃ  Yj_2.8b
viparÅtÃæÓ ca ghÃtayet  Yj_1.338d
vipÃka÷ karmaïÃæ pretya  Yj_3.133a
vipÃkÃt triprakÃrÃïÃæ  Yj_3.181c
vipÃke gov­«ÃïÃæ tu  Yj_3.283Ac
vipratvena ca ÓÆdrasya  Yj_2.304c
vipradaï¬odyame k­cchras tv  Yj_3.292a
vipradu«ÂÃæ striyaæ caiva  Yj_2.278a
viprapÅ¬Ãkaraæ chedyam  Yj_2.215a
vipraæ nirjitya vÃdata÷  Yj_3.291b
viprÃn mÆrdhÃvasikto hi  Yj_1.91a
viprÃhik«atriyÃtmÃno  Yj_1.153a
vipru«o mak«ikÃ÷ sparÓe  Yj_1.193c
vipreïÃtha tata÷ svayam  Yj_1.312d
viprebhyo dÅyate dravyaæ  Yj_1.323c
vipraiÓ cokta idaæ japet  Yj_1.245d
vipluta÷ siddham ÃtmÃnam  Yj_3.152c
vibhaktÃ÷ paramÃïava÷  Yj_3.104b
vibhakte yat tu d­Óyate  Yj_2.126b
vibhakte«u suto jÃta÷  Yj_2.122a
vibhajerann iti sthiti÷  Yj_2.126d
vibhajeran sutÃ÷ pitror  Yj_2.117a
vibhÃganihnave j¤Ãti-  Yj_2.149a
vibhÃgabhÃvanÃ j¤eyÃ  Yj_2.149c
vibhÃgas tu sama÷ sm­ta÷  Yj_2.120b
vibhÃgaæ cet pitÃ kuryÃd  Yj_2.114a
vibhÃvayen na cel liÇgais  Yj_2.33c
vimanÃ viphalÃrambha÷  Yj_1.274c
vimÃæsasya ca vikrayÅ  Yj_2.297b
virÃja÷ so 'nnarÆpeïa  Yj_3.120c
viruddhaæ bahu bhÃ«ite  Yj_2.14b
viruddhaæ varjayet karma  Yj_1.139a
viliptaÓirasas tathÃ  Yj_1.278b
vivÃdayet sadya eva  Yj_2.12c
vivÃdaæ varjayitvÃ tu  Yj_1.158c
vivÃdÃd dviguïaæ daï¬aæ  Yj_2.81c
vivÃdÃd dviguïaæ damam  Yj_2.4d
vivÃdÃd dviguïaæ damam  Yj_2.305d
vivÃde«ÆpadarÓita÷  Yj_2.8d
vivÃsyo brÃhmaïa÷ sm­ta÷  Yj_2.81d
vivÃhas tu samantraka÷  Yj_1.13d
vivÅtakhaladÃhakÃ÷  Yj_2.282b
vivÅtabhartus tu pathi  Yj_2.271c
viÓa÷ pa¤cadaÓaiva tu  Yj_3.22b
viÓÃm eke yathÃkulam  Yj_1.14d
viÓÃæ vÃpy Ãpadi dvija÷  Yj_3.35b
viÓuddhi÷ paramÃ matÃ  Yj_3.34d
viÓuddhe ÓukraÓoïite  Yj_3.72b
viÓe«apatanÅyÃni  Yj_3.297c
viÓvarÆpa÷ prajÃpati÷  Yj_3.120b
viÓve devÃÓ ca prÅyantÃæ  Yj_1.245c
viÓve devÃsa ity ­cÃ  Yj_1.229d
vi«ayendriyasaærodhas  Yj_3.158a
vi«ÃgnidÃæ patiguru-  Yj_2.279a
vi«uvat sÆryasaækrama÷  Yj_1.217d
vi«ÂarÃrthaæ kuÓÃn api  Yj_1.229b
vistÃro 'yam udÃh­ta÷  Yj_3.95d
vihitasyÃnanu«ÂhÃnÃn  Yj_3.219a
vihitÃ brahmagÅtikÃ  Yj_3.114b
viæÓatiæ tad vyayaæ tathÃ  Yj_2.223d
viæÓater dviguïo dama÷  Yj_2.227d
vÅïÃvÃdanatattvaj¤a÷  Yj_3.115a
vÅrasÆæ priyavÃdinÅm  Yj_1.76b
v­k«agulmalatÃvÅru-  Yj_3.276a
v­k«ÃvÃso mitÃÓana÷  Yj_3.54b
v­ïuyÃd eva ca rtvija÷  Yj_1.314b
v­thÃk­sarasamyÃva-  Yj_1.173c
v­thÃdÃnaæ tathaiveha  Yj_2.47c
v­ddhabÃlÃturÃcÃrya-  Yj_1.157c
v­ddhabhÃrin­pasnÃta-  Yj_1.117a
v­ddhaæ pÃtre«u nik«ipet  Yj_1.317d
v­ddhau nÃndÅmukhÃn pitÌn  Yj_1.250b
v­ddhau hÃnau ca kalpitam  Yj_2.244d
v­«ak«udrapaÓÆnÃæ ca  Yj_2.236a
v­«abhaikÃdaÓÃs tu gÃ÷  Yj_3.264d
v­«ÂyÃyu÷pu«ÂikÃmo vÃ  Yj_1.295c
vego nadyÃÓ ca Óuddhik­t  Yj_3.32b
veïumÃn sakamaï¬alu÷  Yj_1.133b
vetti sarvagatÃæ kasmÃt  Yj_3.130c
veda eva dvijÃtÅnÃæ  Yj_1.40c
vedanindÃ suh­dvadha÷  Yj_3.228b
vedane tv agrajanmana÷  Yj_1.62d
vedaplÃvÅ yavÃÓy abdaæ  Yj_3.288c
vedam adhyÃpayed enaæ  Yj_1.15c
vedam asmai prayacchati  Yj_1.34b
vedaæ vratÃni vÃ pÃraæ  Yj_1.51c
vedÃtharvapurÃïÃni  Yj_1.101a
vedÃnuvacanaæ yaj¤o  Yj_3.190a
vedÃbhyÃsarataæ k«Ãntaæ  Yj_3.310a
vedÃrthavij jye«ÂhasÃmÃ  Yj_1.219c
vedÃrthÃn adhigacchec ca  Yj_1.99c
vedÃ÷ saætatir eva ca  Yj_1.246b
vedÃ÷ sthÃnÃni vidyÃnÃæ  Yj_1.3c
vedai÷ ÓÃstrai÷ savij¤Ãnair  Yj_3.170a
velÃhÅne ca taskara÷  Yj_2.168d
ve«ÂÃv o«Âhau kakundare  Yj_3.96d
vaiïÃbhiÓastavÃrdhu«ya-  Yj_1.161c
vaitÃnÃupÃsanÃ÷ kÃryÃ÷  Yj_3.17c
vaidyasaæÓritabÃndhavai÷  Yj_1.157d
vairÆpyaæ maraïaæ vÃpi  Yj_3.79c
vaiÓyav­ttyÃpi jÅvan no  Yj_3.39a
vaiÓyaÓ ca dhÃnyadhanavÃn  Yj_3.332c
vaiÓyasya k«atriyasya ca  Yj_1.118b
vaiÓyahÃbdaæ cared etad  Yj_3.267a
vaiÓyÃt tu karaïa÷ ÓÆdryÃæ  Yj_1.92c
vaiÓyÃd vaidehakas tathÃ  Yj_1.93b
vaiÓyÃ pratodam ÃdadyÃd  Yj_1.62c
vaiÓyÃÓÆdryos tu rÃjanyÃn  Yj_1.92a
vyatÅpÃto gajacchÃyÃ  Yj_1.218a
vyatyaye karmaïÃæ sÃmyaæ  Yj_1.96c
vyapetamadamatsara÷  Yj_1.268d
vyabhicÃrÃd ­tau Óuddhir  Yj_1.72a
vyayakarmasu codyatÃn  Yj_1.322d
vyayaæ dadyÃc ca sodayam  Yj_2.146b
vyayaæ païyasamudbhavam  Yj_2.253b
vyavahÃrapadaæ hi tat  Yj_2.5d
vyavahÃravidhau n­ïÃm  Yj_2.30d
vyavahÃra÷ kulasthiti÷  Yj_1.343b
vyavahÃrÃn nayen n­pa÷  Yj_2.19b
vyavahÃrÃn nivartayet  Yj_2.31b
vyavahÃrÃn n­pa÷ paÓyed  Yj_2.1a
vyavahÃrÃn n­peïa tu  Yj_2.3b
vyavahÃrÃn n­peïa tu  Yj_2.305b
vyavahÃrÃn svayaæ paÓyet  Yj_1.360c
vyavahÃrÃæs tato d­«ÂvÃ  Yj_1.327c
vyavahÃro na sidhyati  Yj_2.32d
vyasanaæ jÃyate ghoraæ sa  Yj_2.113c
vyasanÃny Ãtmavikraya÷  Yj_3.240d
vyasanÃbhiplute 'pi vÃ  Yj_2.50b
vyÃdhitair vÃ na saæviÓet  Yj_1.138d
vyÃdhau saæpratirodhake  Yj_2.147b
vyÃsiddhaæ rÃjayogyaæ ca  Yj_2.261c
vyÆhanaæ rauk«yam eva ca  Yj_3.76d
vrajann api tathÃtmÃnaæ  Yj_1.274a
vrÃtyastomÃd ­te krato÷  Yj_1.38d
ÓakÃrdrau«adhipiïyÃka-  Yj_3.38c
ÓaktasyÃnÅhamÃnasya  Yj_2.116a
ÓaktÃptaj¤ÃnavittadÃ÷  Yj_1.28d
Óaktito vÃ yathÃlÃbhaæ  Yj_1.305c
Óakto 'py amok«ayan svÃmÅ  Yj_2.300a
Óaktyapek«am athÃpi vÃ  Yj_2.26d
ÓaktyÃ ca yaj¤ak­n mok«e  Yj_3.57c
ÓaktyÃdhÅte hi yo 'nvaham  Yj_1.45d
ÓaktyÃ vÃpi tapaÓ caret  Yj_3.52d
ÓakrapÃte tathocchraye  Yj_1.147d
ÓaÂ tvaco dhÃrayanti ca  Yj_3.84b
ÓatamÃnaæ tu daÓabhir  Yj_1.365a
Óataæ strÅdÆ«aïe dadyÃd  Yj_2.289a
Óate daÓapalÃ v­ddhir  Yj_2.179a
Óanair dÃpyo yathodayam  Yj_2.43d
Óapantaæ dÃpayed rÃjÃ  Yj_2.205c
Óabdaæ Órotraæ balÃdikam  Yj_3.76b
Óabda÷ sparÓaÓ ca rÆpaæ ca  Yj_3.180a
ÓabdÃdivi«ayodyogaæ  Yj_3.151c
ÓabdÃÓ ca vi«ayÃ÷ sm­tÃ÷  Yj_3.91b
ÓaraïÃgatabÃlastrÅ-  Yj_3.298a
ÓarÅracintÃæ nirvartya  Yj_1.98a
ÓarÅraparisaækhyÃnaæ  Yj_3.158c
ÓarÅrasaæk«aye yasya  Yj_3.161a
ÓarÅreïa ca nÃtmÃyaæ  Yj_3.164c
ÓarÅre«u ÓarÅriïÃm  Yj_3.132b
ÓaÓaÓ ca matsye«v api hi  Yj_1.177c
Óa«kulÅ karïapatrakau  Yj_3.96b
ÓastravikrayikarmÃra-  Yj_1.163c
ÓastrÃvapÃte garbhasya  Yj_2.277a
ÓastrÃsavamadhÆcchi«Âaæ  Yj_3.37a
Óastreïa tu hatÃ ye vai  Yj_1.264c
Óastre madhyamasÃhasa÷  Yj_2.216d
Óaæ no devÅs tathÃ kÃï¬Ãt  Yj_1.301c
Óaæ no devyÃ paya÷ k«iptvÃ  Yj_1.230c
ÓÃkarajjumÆlaphala-  Yj_1.182c
ÓÃkunacchÃgapÃr«atai÷  Yj_1.258d
ÓÃkhÃÇgacchedane tathÃ  Yj_2.225b
ÓÃtÃtapo vasi«ÂhaÓ ca  Yj_1.5c
ÓÃvam ÃÓaucam i«yate  Yj_3.18b
ÓÃÓair mÃæsair yathÃkramam  Yj_1.259b
ÓÃsanaæ kÃrayet sthiram  Yj_1.320d
ÓÃstrÃïi cintayed buddhyÃ  Yj_1.331c
ÓÃstrÃïi vividhÃni ca  Yj_1.99d
ÓÃstrÃrthe«u vivekitÃ  Yj_3.156b
Óiraso dyaur ajÃyata  Yj_3.127b
Óira÷kapÃlÅ dhvajavÃn  Yj_3.243a
ÓirÃ dhamanisaæj¤itÃ÷  Yj_3.101d
ÓirÃ÷ ÓatÃni saptaiva  Yj_3.100a
ÓilÃæ baddhvÃ praveÓayet  Yj_2.278d
Óilpair vÃ vividhair jÅved  Yj_1.120c
Ói«Âe ca g­ham Ãgate  Yj_1.150d
Ói«Âair i«ÂaiÓ ca bandhubhi÷  Yj_1.113d
Ói«yartviggurubandhu«u  Yj_1.144b
Ói«yasabrahmacÃriïa÷  Yj_2.135d
Ói«yasaæbandhibÃndhavÃ÷  Yj_1.220d
ÓÅr«akasthe 'bhiyoktari  Yj_2.95d
ÓukapratudaÂiÂÂibhÃn  Yj_1.172b
Óuke vatso dvihÃyana÷  Yj_3.271b
ÓuktastrÅprÃïihiæsanam  Yj_1.33b
Óuktaæ paryu«itocchi«Âaæ  Yj_1.167c
Óukratvam adhigacchati  Yj_3.71d
Óukra÷ ÓanaiÓcaro rÃhu÷  Yj_1.296c
ÓukriyÃraïyakajapo  Yj_3.308a
ÓuklamÃlyÃnulepana÷  Yj_1.292b
ÓuklÃmbaradharo nÅca-  Yj_1.131a
Óukle Óikhyaï¬asammitÃn  Yj_3.323b
ÓucikalyÃnasÆyakÃ÷  Yj_1.28b
Óuci got­ptik­t toyaæ  Yj_1.192a
ÓuddhaÓ ced gamayordhvaæ mÃæ  Yj_2.102c
Óuddha÷ syÃn na saæÓaya÷  Yj_2.113d
Óuddhir gandhÃdikar«aïÃt  Yj_1.191b
Óuddhir ni÷sp­hatÃ Óama÷  Yj_3.159b
ÓuddhiÓ cÃndrÃyaïena ca  Yj_3.326b
Óuddhi÷ plÃvo dravasya ca  Yj_1.190d
Óuddhyai vÃnyat tu kÃrayet  Yj_2.94b
Óudhyate 'satpratigrahÃt  Yj_3.289d
Óudhyaty ÃvikakauÓikam  Yj_1.186b
Óudhyeta vÃ mitÃÓitvÃt  Yj_3.249c
Óudhyed brahmavadhÃd ­te  Yj_3.311d
Óudhyeran strÅ ca ÓÆdraÓ ca  Yj_1.21c
ÓubhÃnÃæ caiva karmaïÃm  Yj_1.40b
ÓulkasthÃnÃd apÃsaran  Yj_2.262b
Óu«kabhinnamukhasvarÃ÷  Yj_2.267d
ÓÆdrapravrajitÃnÃæ ca  Yj_2.235a
ÓÆdrapre«yaæ hÅnasakhyaæ  Yj_3.241a
ÓÆdrayo«Ã÷ pramÃpya tu  Yj_3.268b
ÓÆdras tathÃntya eva syÃd  Yj_2.294c
ÓÆdrasya dvijaÓuÓrÆ«Ã  Yj_1.120a
ÓÆdrahatyÃvrataæ caret  Yj_3.269b
ÓÆdrÃj jÃtas tu caï¬Ãla÷  Yj_1.93c
ÓÆdrÃd Ãyogavaæ vaiÓyÃ  Yj_1.94c
ÓÆdrÃd dÃropasaægraha÷  Yj_1.56b
ÓÆdre«u dÃsagopÃla-  Yj_1.166a
ÓÆdro 'dhikÃrahÅnopi  Yj_3.262c
